weekday;date;nr1asc;nr2asc;nr3asc;nr4asc;nr5asc;nr6asc;additionalNr;six;currency1;rateSix;fiveAddNr;currency2;rateFiveAddNr;five;currency3;rateFive;four;currency4;rateFour;three;currency5;rateThree;nr1;nr2;nr3;nr4;nr5;nr6;additionalNr;
Wednesday;01.05.2002;3;16;22;32;43;44;36;JP;;646964,30;3;EUR;41077,10;111;EUR;1248,90;6272;;39,20;104503;EUR;3,60;32;44;3;16;22;43;36;
Sunday;05.05.2002;13;14;19;21;28;33;11;1;EUR;1993961,50;5;EUR;51314,10;259;EUR;1114,40;14655;EUR;35,00;236773;EUR;3,30;21;14;13;28;19;33;11;
Wednesday;08.05.2002;3;5;27;31;39;42;15;JP;;775640,40;5;EUR;29548,20;195;EUR;852,30;8050;EUR;36,70;134564;EUR;3,40;39;27;42;3;31;5;15;
Sunday;12.05.2002;8;12;16;39;42;43;18;3;EUR;676401,30;4;EUR;59693,40;221;EUR;1215,40;12027;EUR;39,70;205178;EUR;3,60;16;39;43;12;8;42;18;
Wednesday;15.05.2002;5;9;11;39;43;44;40;JP;;693764,20;1;EUR;132145,50;126;EUR;1179,80;7119;EUR;37,10;117364;EUR;3,50;5;43;9;44;11;39;40;
Sunday;19.05.2002;8;10;19;21;27;34;2;2;EUR;1036483,30;4;EUR;65676,30;350;EUR;844,40;16743;EUR;31,30;256440;EUR;3,20;19;34;8;21;10;27;2;
Wednesday;22.05.2002;8;11;23;29;31;33;10;JP;;647824,40;1;EUR;123395,10;134;EUR;1035,90;6999;EUR;35,20;113497;EUR;3,30;33;29;8;23;31;11;10;
Sunday;26.05.2002;18;21;30;32;40;41;3;3;EUR;675861,50;5;EUR;52562,20;267;EUR;1107,30;12574;EUR;41,80;209389;EUR;3,90;18;32;41;40;21;30;3;
Wednesday;29.05.2002;16;24;25;26;32;45;8;JP;;777185,10;1;EUR;148035,20;106;EUR;1571,10;6813;EUR;43,40;118679;EUR;3,80;16;26;25;24;32;45;8;
Sunday;02.06.2002;5;7;14;27;36;40;18;1;EUR;2073951,10;8;EUR;30875,30;264;EUR;1052,50;13978;EUR;35,30;224783;EUR;3,40;5;36;7;14;40;27;18;
Wednesday;05.06.2002;1;6;7;20;34;39;36;JP;;690594,50;3;EUR;43847,20;121;EUR;1223,00;6653;EUR;39,50;114783;EUR;3,50;1;6;39;20;34;7;36;
Sunday;09.06.2002;14;15;20;33;36;44;30;DJP;;2060850,10;7;EUR;37285,80;222;EUR;1322,60;11381;EUR;45,80;203146;EUR;4,00;15;44;33;20;14;36;30;
Wednesday;12.06.2002;3;10;14;19;25;43;21;3-JP;;3702411,30;9;EUR;34742,00;320;EUR;1099,20;15945;EUR;39,20;263654;EUR;3,70;43;3;10;19;25;14;21;
Sunday;16.06.2002;2;4;10;24;36;39;44;3;EUR;2023988,60;9;EUR;50149,30;512;EUR;991,70;22845;EUR;39,50;381210;EUR;3,60;36;39;24;10;4;2;44;
Wednesday;19.06.2002;8;9;20;28;37;38;5;2;EUR;357902,00;8;EUR;17042,90;138;EUR;1111,40;7691;EUR;35,40;119768;EUR;3,50;8;9;20;28;38;37;5;
Sunday;23.06.2002;2;3;4;18;26;35;23;JP;;920508,90;5;EUR;35067,00;176;EUR;1120,70;8587;EUR;40,80;156243;EUR;3,50;2;4;35;26;18;3;23;
Wednesday;26.06.2002;1;10;15;25;29;43;3;1;EUR;2067956,50;4;EUR;54640,30;206;EUR;1193,60;11017;EUR;39,60;182284;EUR;3,70;15;10;25;43;29;1;3;
Sunday;30.06.2002;7;22;25;30;31;44;26;JP;;928384,10;3;EUR;58945,00;152;EUR;1308,80;7954;EUR;44,40;140108;EUR;3,90;31;7;25;22;30;44;26;
Wednesday;03.07.2002;2;9;10;15;38;45;35;1;EUR;2140382,40;3;EUR;76952,20;287;EUR;904,90;11179;EUR;41,30;193405;EUR;3,70;15;9;10;2;38;45;35;
Sunday;07.07.2002;4;12;37;40;42;45;25;JP;;918040,00;4;EUR;43716,10;114;EUR;1725,60;7090;EUR;49,30;129473;EUR;4,20;37;45;4;40;42;12;25;
Wednesday;10.07.2002;5;8;25;31;34;36;14;DJP;;2117479,70;1;EUR;228464,70;191;EUR;1345,60;10109;EUR;45,20;182460;EUR;3,90;5;31;25;8;34;36;14;
Sunday;14.07.2002;3;12;24;25;30;33;27;2;EUR;1941689,60;8;EUR;42045,20;348;EUR;1087,30;18241;EUR;36,80;298027;EUR;3,50;33;3;24;12;25;30;27;
Wednesday;17.07.2002;6;10;23;24;30;31;13;JP;;705671,30;4;EUR;33603,30;151;EUR;1001,40;7049;EUR;38,10;116482;EUR;3,60;31;30;6;10;24;23;13;
Sunday;21.07.2002;7;20;22;36;38;39;15;2;EUR;1055932,90;9;EUR;29760,70;235;EUR;1282,20;12557;EUR;42,60;221438;EUR;3,70;39;36;22;38;7;20;15;
Wednesday;24.07.2002;4;14;22;27;31;41;36;JP;;697573,50;4;EUR;33217,70;162;EUR;922,70;6864;EUR;38,70;110766;EUR;3,70;41;27;31;4;14;22;36;
Sunday;28.07.2002;5;8;17;18;40;43;33;2;EUR;1028100,40;5;EUR;51757,20;262;EUR;1111,20;13289;EUR;38,90;221923;EUR;3,60;18;40;5;8;43;17;33;
Wednesday;31.07.2002;1;8;18;22;23;40;24;JP;;692549,10;2;EUR;65957,00;116;EUR;1279,30;6338;EUR;41,60;110276;EUR;3,70;40;8;22;18;1;23;24;
Sunday;04.08.2002;1;14;15;19;39;45;5;1;EUR;2012655,60;5;EUR;50289,70;259;EUR;1092,20;11812;EUR;42,50;198146;EUR;3,90;19;45;39;15;1;14;5;
Wednesday;07.08.2002;1;3;14;26;40;44;28;1;EUR;692937,90;3;EUR;43996,00;121;EUR;1227,10;6385;EUR;41,30;112178;EUR;3,60;14;44;26;1;40;3;28;
Sunday;11.08.2002;11;13;16;20;23;28;22;JP;;956694,70;4;EUR;45556,80;239;EUR;857,70;10982;EUR;33,10;169220;EUR;3,30;28;16;11;20;13;23;22;
Wednesday;14.08.2002;10;14;27;28;43;44;41;DJP;;2145904,40;6;EUR;37752,60;215;EUR;1185,20;11265;EUR;40,20;192904;EUR;3,60;14;28;10;44;43;27;41;
Sunday;18.08.2002;3;7;13;24;26;39;15;6;EUR;620786,30;8;EUR;37590,70;562;EUR;601,90;23541;EUR;25,50;314651;EUR;2,90;26;3;13;7;24;39;15;
Wednesday;21.08.2002;8;11;14;25;42;44;1;JP;;702761,90;1;EUR;133859,40;101;EUR;1491,00;5324;EUR;50,20;101186;EUR;4,10;14;42;44;8;11;25;1;
Sunday;25.08.2002;12;14;18;20;34;42;26;DJP;;2025557,00;9;EUR;27995,60;215;EUR;1318,40;10682;EUR;47,10;188055;EUR;4,10;34;14;42;18;12;20;26;
Wednesday;28.08.2002;3;5;11;19;30;40;14;2;EUR;1855312,30;11;EUR;29178,60;462;EUR;781,50;20145;EUR;31,80;307334;EUR;3,20;3;5;11;40;30;19;14;
Sunday;01.09.2002;4;9;11;13;14;35;45;JP;;943707,80;6;EUR;29958,90;162;EUR;1248,20;9429;EUR;38,10;158507;EUR;3,50;9;13;35;4;14;11;45;
Wednesday;04.09.2002;1;3;12;15;18;21;20;4;EUR;550125,10;6;EUR;39898,10;314;EUR;857,60;13760;EUR;34,70;220621;EUR;3,30;12;15;18;3;1;21;20;
Sunday;08.09.2002;7;26;31;33;37;42;14;1;EUR;939673,60;6;EUR;29830,90;177;EUR;1137,60;9371;EUR;38,10;152540;EUR;3,60;42;26;37;7;31;33;14;
Wednesday;11.09.2002;2;18;29;31;32;36;23;JP;;755479,40;3;EUR;47966,90;119;EUR;1360,40;7013;EUR;41,00;111479;EUR;4,00;2;32;36;29;31;18;23;
Sunday;15.09.2002;14;31;35;36;39;45;40;2;EUR;1068432,90;8;EUR;32890,10;221;EUR;1339,40;11590;EUR;45,40;198362;EUR;4,10;36;35;39;45;31;14;40;
Wednesday;18.09.2002;6;22;25;34;41;43;31;1;EUR;696405,10;JP;;132648,60;186;EUR;802,30;7391;EUR;35,80;106778;EUR;3,80;43;22;25;6;34;41;31;
Sunday;22.09.2002;3;6;17;27;31;38;30;JP;;972987,50;7;EUR;45425,60;222;EUR;939,10;11238;EUR;32,90;179890;EUR;3,20;38;6;3;17;31;27;30;
Wednesday;25.09.2002;9;23;27;28;33;41;32;2;EUR;1083964,50;12;EUR;18967,30;294;EUR;870,90;14314;EUR;31,80;223479;EUR;3,10;41;23;27;33;9;28;32;
Sunday;29.09.2002;3;11;20;26;32;37;5;2;EUR;488218,50;6;EUR;30998,00;191;EUR;1095,40;8975;EUR;41,40;158296;EUR;3,60;11;37;20;3;32;26;5;
Wednesday;02.10.2002;4;5;10;13;14;41;27;JP; ;700941,00;2;EUR;66756,20;107;EUR;1403,70;6956;EUR;38,30;119504;EUR;3,40;5;4;13;10;41;14;27;
Sunday;06.10.2002;5;11;15;17;31;34;24;1;EUR;2089459,00;5;EUR;52895,90;269;EUR;1106,00;13839;EUR;38,20;232276;EUR;3,50;31;17;34;5;11;15;24;
Wednesday;09.10.2002;1;25;26;27;39;45;10;1;EUR;691380,30;2;EUR;65845,70;168;EUR;881,80;7021;EUR;37,50;111929;EUR;3,60;45;39;1;25;27;26;10;
Sunday;13.10.2002;12;22;23;28;32;44;20;1;EUR;915967,30;5;EUR;34893,90;141;EUR;1392,00;8369;EUR;41,60;143799;EUR;3,70;12;23;28;32;22;44;20;
Wednesday;16.10.2002;3;7;17;19;36;42;35;1;EUR;732506,20;8;EUR;17440,60;197;EUR;796,70;9187;EUR;30,30;138060;EUR;3,10;17;7;36;42;3;19;35;
Sunday;20.10.2002;11;13;19;21;23;38;25;JP;;985789,90;7;EUR;26824,20;202;EUR;1045,70;10463;EUR;35,80;168007;EUR;3,40;19;21;23;13;38;11;25;
Wednesday;23.10.2002;3;12;15;25;38;43;44;2;EUR;1100337,50;3;EUR;77135,50;244;EUR;1066,90;11111;EUR;41,60;188725;EUR;3,80;15;38;3;43;25;12;44;
Sunday;27.10.2002;7;9;25;27;32;38;43;JP;;871978,90;3;EUR;55363,70;154;EUR;1213,30;8034;EUR;41,30;139649;EUR;3,70;27;25;7;38;9;32;43;
Wednesday;30.10.2002;3;12;15;23;34;37;29;3;EUR;696190,20;6;EUR;38621,90;265;EUR;983,70;11881;EUR;39,00;195566;EUR;3,70;34;37;23;15;3;12;29;
Sunday;03.11.2002;1;12;13;19;32;42;26;JP;;932737,50;4;EUR;44416,00;151;EUR;1323,60;8168;EUR;43,50;143317;EUR;3,80;19;32;42;1;12;13;26;
Wednesday;06.11.2002;5;8;12;15;31;33;17;3;EUR;734450,70;10;EUR;24202,10;271;EUR;1004,70;13725;EUR;35,20;225969;EUR;3,30;33;5;15;31;8;12;17;
Sunday;10.11.2002;1;4;10;17;19;20;18;2;EUR;1035944,70;8;EUR;25521,10;301;EUR;763,00;13420;EUR;30,40;199976;EUR;3,10;20;10;19;1;17;4;18;
Wednesday;13.11.2002;1;14;29;36;41;44;3;JP;;720829,50;2;EUR;68650,40;110;EUR;1404,20;5465;EUR;50,20;98836;EUR;4,30;44;41;1;29;14;36;3;
Sunday;17.11.2002;2;11;16;26;31;40;17;1;EUR;2112132,70;2;EUR;132505,00;373;EUR;799,20;19373;EUR;27,30;246313;EUR;3,30;40;11;31;16;26;2;17;
Wednesday;20.11.2002;8;12;22;41;44;45;37;JP;;708959,20;4;EUR;33759,90;119;EUR;1276,60;6026;EUR;44,80;107541;EUR;3,90;22;44;41;12;8;45;37;
Sunday;24.11.2002;4;10;21;32;33;45;3;2;EUR;1061572,50;4;EUR;67342,10;315;EUR;962,00;15079;EUR;35,70;239734;EUR;3,50;10;45;32;21;33;4;3;
Wednesday;27.11.2002;1;2;9;12;17;39;27;JP;;701801,40;3;EUR;44558,80;130;EUR;1156,80;7935;EUR;33,60;129000;EUR;3,20;9;2;1;17;12;39;27;
Sunday;01.12.2002;2;12;13;20;22;23;9;1;EUR;2166351,40;13;EUR;21458,60;316;EUR;993,10;14724;EUR;37,80;238558;EUR;3,60;23;22;12;13;2;20;9;
Wednesday;04.12.2002;1;5;12;19;20;35;25;2;EUR;366934,60;3;EUR;46594,80;195;EUR;806,40;8253;EUR;33,80;127883;EUR;3,40;12;35;19;5;20;1;25;
Sunday;08.12.2002;3;12;19;38;43;45;17;4;EUR;236755,10;6;EUR;30064,10;156;EUR;1300,80;9158;EUR;39,30;153256;EUR;3,60;38;45;43;19;3;12;17;
Wednesday;11.12.2002;2;7;8;18;32;36;11;JP;;737468,20;5;EUR;28094,00;113;EUR;1398,40;6786;EUR;41,30;118675;EUR;3,60;36;7;32;8;18;2;11;
Sunday;15.12.2002;5;7;10;18;21;37;2;4;EUR;530348,90;12;EUR;21967,10;315;EUR;941,40;15081;EUR;34,90;241687;EUR;3,40;7;5;18;10;37;21;2;
Wednesday;18.12.2002;9;23;26;36;43;45;11;JP;;707914,10;6;EUR;22473,40;131;EUR;1157,90;6619;EUR;40,70;109812;EUR;3,80;36;9;43;26;45;23;11;
Sunday;22.12.2002;1;4;19;28;34;45;13;3;EUR;702182,20;6;EUR;44401,00;250;EUR;1198,80;13332;EUR;39,90;225322;EUR;3,60;19;34;28;45;4;1;13;
Wednesday;25.12.2002;4;23;39;40;41;42;34;JP;;741675,20;1;EUR;141271,40;109;EUR;1458,00;6253;EUR;45,10;104751;EUR;4,20;41;23;39;40;4;42;34;
Sunday;29.12.2002;6;12;14;17;21;33;24;JP;;2058833,10;11;EUR;22807,90;339;EUR;832,50;15596;EUR;32,10;239532;EUR;3,20;21;14;33;6;17;12;24;
Wednesday;01.01.2003;6;7;13;15;23;33;42;3JP;;3726531,40;13;EUR;24435,10;395;EUR;904,70;19696;EUR;32,20;304561;EUR;3,20;6;7;13;23;33;15;42;
Sunday;05.01.2003;5;13;19;25;40;41;8;2;EUR;3482839,90;21;EUR;29380,00;620;EUR;1119,50;29901;EUR;41,20;498745;EUR;3,80;5;13;40;41;25;19;8;
Wednesday;08.01.2003;7;10;12;22;34;43;13;4;EUR;177897,00;2;EUR;67770,20;136;EUR;1121,10;7292;EUR;37,10;122935;EUR;3,40;10;43;7;22;12;34;13;
Sunday;12.01.2003;2;7;12;25;40;42;27;JP;;957312,20;9;EUR;20260,50;191;EUR;1074,00;9009;EUR;40,40;150363;EUR;3,70;25;42;7;2;40;12;27;
Wednesday;15.01.2003;12;14;16;24;31;34;1;4;EUR;572440,20;5;EUR;50759,90;226;EUR;1263,30;12133;EUR;41,80;208688;EUR;3,80;31;24;14;12;34;16;1;
Sunday;19.01.2003;8;13;28;32;34;39;25;1;EUR;997941,00;2;EUR;95042,00;202;EUR;1058,60;9617;EUR;39,50;161989;EUR;3,60;28;8;32;39;13;34;25;
Wednesday;22.01.2003;8;10;20;23;38;41;18;JP;;791138,20;3;EUR;50230,90;189;EUR;896,90;7912;EUR;38,00;126410;EUR;3,70;8;20;10;23;41;38;18;
Sunday;26.01.2003;17;18;29;38;40;44;2;1;EUR;2339567,00;8;EUR;36867,30;235;EUR;1411,90;13216;EUR;44,60;228715;EUR;4,00;44;38;18;40;29;17;2;
Wednesday;29.01.2003;6;7;12;18;30;43;24;JP;;745034,00;10;EUR;14191,10;128;EUR;1247,20;9460;EUR;30,00;132269;EUR;3,30;30;12;6;43;7;18;24;
Sunday;02.02.2003;2;3;13;15;30;36;37;1;EUR;2211374,70;6;EUR;46550,40;209;EUR;1503,40;12902;EUR;43,20;235545;EUR;3,70;36;30;3;13;2;15;37;
Wednesday;05.02.2003;3;9;14;18;28;30;7;1;EUR;782244,50;9;EUR;16555,40;189;EUR;886,80;9208;EUR;32,30;140797;EUR;3,30;14;30;28;18;9;3;7;
Sunday;09.02.2003;17;19;27;31;40;45;24;JP; ;1030734,20;1;EUR;196330,30;208;EUR;1061,80;9940;EUR;39,50;168400;EUR;3,60;17;31;27;19;45;40;24;
Wednesday;12.02.2003;4;11;24;33;34;41;39;DJP; ;2285246,60;3;EUR;79651,50;251;EUR;1071,00;12607;EUR;37,90;206963;EUR;3,60;24;34;11;41;33;4;39;
Sunday;16.02.2003;7;8;12;19;25;38;9;3JP;;4150901,30;13;EUR;27335,60;421;EUR;949,60;20035;EUR;35,40;323048;EUR;3,40;25;12;7;8;19;38;9;
Wednesday;19.02.2003;2;5;19;29;40;44;11;1;EUR;7164511,40;24;EUR;23917,50;626;EUR;1031,50;30102;EUR;38,10;494966;EUR;3,60;44;5;2;19;29;40;11;
Sunday;23.02.2003;4;11;22;31;34;40;27;2;EUR;471967,20;5;EUR;35959,40;187;EUR;1081,60;9737;EUR;36,90;152272;EUR;3,60;11;34;31;22;4;40;27;
Wednesday;26.02.2003;13;15;27;33;36;44;22;JP;;768784,60;5;EUR;29287,00;146;EUR;1128,30;7566;EUR;38,70;126828;EUR;3,60;36;15;44;33;13;27;22;
Sunday;02.03.2003;10;18;19;29;35;44;28;3;EUR;739907,70;6;EUR;46061,50;252;EUR;1233,70;12245;EUR;45,10;218944;EUR;3,90;35;29;10;44;18;19;28;
Wednesday;05.03.2003;8;9;12;15;19;32;28;1;EUR;718530,20;5;EUR;27372,50;142;EUR;1084,30;7861;EUR;34,80;133470;EUR;3,20;9;32;8;19;15;12;28;
Sunday;09.03.2003;21;24;30;31;35;40;36;1;EUR;948635,40;1;EUR;180692,40;131;EUR;1551,70;8014;EUR;45,00;137791;EUR;4,00;31;24;35;21;30;40;36;
Wednesday;12.03.2003;2;3;6;24;25;26;34;JP;;703212,60;6;EUR;22324,20;182;EUR;827,90;8111;EUR;33,00;125760;EUR;3,30;25;24;26;2;6;3;34;
Sunday;16.03.2003;6;11;13;15;16;26;35;2;EUR;1053117,30;4;EUR;66810,50;279;EUR;1077,50;18777;EUR;28,40;248920;EUR;3,30;11;13;15;6;16;26;35;
Wednesday;19.03.2003;4;9;10;16;36;41;26;1;EUR;692697,60;6;EUR;21990,40;136;EUR;1091,40;6408;EUR;41,10;110803;EUR;3,70;41;4;36;9;16;10;26;
Sunday;23.03.2003;6;20;27;37;38;42;43;JP;EUR;900767,20;4;EUR;42893,60;115;EUR;1678,40;7622;EUR;45,00;134145;EUR;3,90;27;20;37;6;38;42;43;
Wednesday;26.03.2003;17;26;29;36;37;43;44;1;EUR;2034237,50;7;EUR;30842,70;238;EUR;1020,50;10796;EUR;39,90;176270;EUR;3,80;29;37;26;36;43;17;44;
Sunday;30.03.2003;3;9;16;17;39;45;38;3;EUR;296296,50;4;EUR;42328,00;164;EUR;1161,40;10282;EUR;32,90;166130;EUR;3,10;3;17;9;16;39;45;38;
Wednesday;02.04.2003;6;14;22;23;25;44;5;1;EUR;728354,00;3;EUR;46244,70;118;EUR;1322,60;6170;EUR;44,90;109767;EUR;3,90;25;22;23;14;6;44;5;
Sunday;06.04.2003;10;14;17;27;31;38;37;4;EUR;228468,10;2;EUR;87035,40;234;EUR;836,80;9966;EUR;34,90;152573;EUR;3,50;17;14;38;10;31;27;37;
Wednesday;09.04.2003;6;16;18;19;23;33;36;JP;;693643,60;3;EUR;44040,80;103;EUR;1443,00;6839;EUR;38,60;116920;EUR;3,50;33;18;16;23;6;19;36;
Sunday;13.04.2003;7;12;17;20;24;38;9;1;EUR;1990955,60;7;EUR;35301,00;223;EUR;1246,60;13512;EUR;36,50;214482;EUR;3,60;24;17;7;20;12;38;9;
Wednesday;16.04.2003;3;6;20;30;41;43;40;JP;;697099,00;3;EUR;44260,20;118;EUR;1265,90;6069;EUR;43,70;108829;EUR;3,80;30;41;3;6;43;20;40;
Sunday;20.04.2003;7;9;11;31;34;38;40;DJP;;1990688,80;6;EUR;41066,30;198;EUR;1399,90;11670;EUR;42,20;212523;EUR;3,60;9;7;31;38;34;11;40;
Wednesday;23.04.2003;14;15;16;33;35;38;39;3-JP;;3396419,60;7;EUR;38251,10;290;EUR;1038,70;13120;EUR;40,80;220058;EUR;3,80;14;38;15;35;16;33;39;
Sunday;27.04.2003;9;16;28;32;37;42;29;3;EUR;1904747,00;13;EUR;33960,70;512;EUR;970,00;23298;EUR;37,80;373492;EUR;3,60;16;28;32;42;37;9;29;
Wednesday;30.04.2003;11;17;26;36;38;44;20;1;EUR;706026,10;4;EUR;33620,20;138;EUR;1096,30;6982;EUR;38,50;113152;EUR;3,70;38;26;11;36;17;44;20;
Sunday;04.05.2003;23;25;34;37;42;43;36;3;EUR;298683,30;JP;;170676,10;145;EUR;1324,20;7198;EUR;47,40;120353;EUR;4,40;43;37;25;42;23;34;36;
Wednesday;07.05.2003;3;16;32;34;43;45;36;1;EUR;663756,10;6;EUR;49517,60;149;EUR;954,50;6604;EUR;38,20;105473;EUR;3,70;34;45;32;16;43;3;36;
Sunday;11.05.2003;21;22;23;34;40;41;39;1;EUR;885979,40;7;EUR;24108,20;184;EUR;1031,80;8356;EUR;40,30;134974;EUR;3,90;23;22;34;21;41;40;39;
Wednesday;14.05.2003;4;5;8;9;28;38;35;1;EUR;658012,70;4;EUR;31333,90;152;EUR;927,60;8875;EUR;28,20;130992;EUR;2,90;38;28;4;9;5;8;35;
Sunday;18.05.2003;2;8;9;16;29;31;7;JP;;870024,60;7;EUR;23674,10;201;EUR;927,50;9994;EUR;33,10;154337;EUR;3,30;9;31;16;2;8;29;7;
Wednesday;21.05.2003;5;14;15;24;26;45;23;2;EUR;1009707,10;6;EUR;36488,50;234;EUR;1052,50;11049;EUR;39,60;186727;EUR;3,60;26;15;45;5;24;14;23;
Sunday;25.05.2003;3;21;23;31;33;41;7;2;EUR;429707,30;13;EUR;12592,10;243;EUR;757,80;10280;EUR;31,80;155349;EUR;3,20;23;21;33;41;31;3;7;
Wednesday;28.05.2003;1;20;29;30;33;43;44;JP;;677597,40;3;EUR;43022,00;139;EUR;1044,60;6534;EUR;39,50;109903;EUR;3,60;1;29;20;43;33;30;44;
Sunday;01.06.2003;1;15;29;32;37;42;31;2;EUR;920407,60;5;EUR;44313,00;259;EUR;962,30;10400;EUR;42,60;170449;EUR;4,00;32;29;42;1;15;37;31;
Wednesday;04.06.2003;3;23;24;26;39;43;32;3;EUR;214692,60;3;EUR;40893,80;192;EUR;718,80;8947;EUR;27,40;115581;EUR;3,30;43;39;23;24;3;26;32;
Sunday;08.06.2003;11;17;22;31;41;44;19;1;EUR;905419,70;5;EUR;34492,10;158;EUR;1227,90;8706;EUR;39,60;142865;EUR;3,70;31;44;11;22;41;17;19;
Wednesday;11.06.2003;10;19;21;23;37;41;18;JP;;652091,20;2;EUR;62103,90;97;EUR;1440,50;5912;EUR;42,00;102071;EUR;3,80;37;19;10;21;41;23;18;
Sunday;15.06.2003;13;14;19;26;28;42;2;1;EUR;1890451,00;3;EUR;78626,00;180;EUR;1474,20;11394;EUR;41,40;199847;EUR;3,60;42;19;14;28;26;13;2;
Wednesday;18.06.2003;12;13;19;28;32;37;29;JP;;723270,20;2;EUR;68882,80;129;EUR;1201,40;6463;EUR;42,60;114216;EUR;3,70;28;32;12;13;37;19;29;
Sunday;22.06.2003;2;16;24;29;31;43;23;1;EUR;1877390,50;7;EUR;31404,60;230;EUR;1075,20;10189;EUR;43,10;172796;EUR;3,90;31;29;16;24;43;2;23;
Wednesday;25.06.2003;15;19;26;29;30;39;34;JP;;637640,60;3;EUR;40485,10;114;EUR;1198,50;6838;EUR;35,50;110265;EUR;3,40;19;15;26;39;30;29;34;
Sunday;29.06.2003;17;19;25;29;32;42;6;JP;;1925362,50;4;EUR;61320,00;223;EUR;1237,40;11644;EUR;42,10;197862;EUR;3,80;42;29;17;19;32;25;6;
Wednesday;02.07.2003;11;14;17;25;32;40;12;2;EUR;1763596,20;8;EUR;38138,80;300;EUR;1144,10;14967;EUR;40,70;250407;EUR;3,80;32;40;25;14;17;11;12;
Sunday;06.07.2003;4;32;41;42;43;44;45;JP;;874641,90;8;EUR;20824,80;124;EUR;1511,40;8826;EUR;37,70;116386;EUR;4,40;32;4;43;44;41;42;45;
Wednesday;09.07.2003;13;17;21;32;39;43;40;3;EUR;712346,80;5;EUR;48091,30;307;EUR;881,10;14321;EUR;33,50;212827;EUR;3,50;13;21;32;43;17;39;40;
Sunday;13.07.2003;2;12;13;39;42;44;37;JP;;866320,70;3;EUR;55004,40;148;EUR;1254,30;6905;EUR;47,70;125604;EUR;4,10;12;13;39;44;42;2;37;
Wednesday;16.07.2003;6;8;17;23;25;45;39;2;EUR;1056118,50;6;EUR;39552,90;261;EUR;1022,90;12049;EUR;39,30;200998;EUR;3,60;6;23;17;45;25;8;39;
Sunday;20.07.2003;7;10;15;21;34;39;1;1;EUR;921490,90;6;EUR;29253,60;220;EUR;897,50;10406;EUR;33,70;165729;EUR;3,30;34;15;21;10;7;39;1;
Wednesday;23.07.2003;5;7;8;25;32;37;10;JP;;741006,80;4;EUR;35286,00;100;EUR;1587,80;6540;EUR;43,10;119401;EUR;3,60;5;37;25;7;32;8;10;
Sunday;27.07.2003;3;13;24;25;30;44;23;DJP;;1948911,70;4;EUR;57519,20;244;EUR;1060,80;11321;EUR;40,60;189085;EUR;3,80;25;44;3;24;30;13;23;
Wednesday;30.07.2003;7;13;19;27;32;36;9;2;EUR;1784588,60;15;EUR;20574,80;394;EUR;881,20;18123;EUR;34,00;286488;EUR;3,30;36;32;13;7;19;27;9;
Sunday;03.08.2003;2;10;26;28;39;42;29;1;EUR;875918,20;8;EUR;20855,10;266;EUR;705,60;10212;EUR;32,60;153447;EUR;3,30;10;42;2;28;39;26;29;
Wednesday;06.08.2003;7;16;23;29;34;45;15;JP;;711342,30;3;EUR;45164,50;151;EUR;1009,40;6607;EUR;41,00;111419;EUR;3,80;16;7;23;34;29;45;15;
Sunday;10.08.2003;2;9;22;24;26;30;14;3;EUR;671443,00;8;EUR;31023,40;248;EUR;1125,80;13703;EUR;36,20;222401;EUR;3,40;30;26;24;9;2;22;14;
Wednesday;13.08.2003;7;9;21;30;38;43;10;2;EUR;345293,70;2;EUR;65770,20;112;EUR;1321,20;6691;EUR;39,30;117159;EUR;3,50;9;21;43;38;30;7;10;
Sunday;17.08.2003;1;7;18;26;27;42;6;2;EUR;415357,00;7;EUR;22604,40;170;EUR;1047,10;8436;EUR;37,50;141230;EUR;3,50;26;7;18;27;1;42;6;
Wednesday;20.08.2003;3;11;12;22;25;38;15;JP;;716824,90;2;EUR;68269,00;151;EUR;1017,20;7431;EUR;36,70;121810;EUR;3,50;3;11;25;22;38;12;15;
Sunday;24.08.2003;5;8;10;16;29;33;4;DJP;;1954814,60;8;EUR;29475,90;361;EUR;734,80;16386;EUR;28,70;239425;EUR;3,00;5;33;10;16;8;29;4;
Wednesday;27.08.2003;1;21;32;37;39;41;22;3-JP;;3468044,90;5;EUR;57646,80;255;EUR;1271,60;13311;EUR;43,30;231205;EUR;3,80;41;32;1;39;21;37;22;
Sunday;31.08.2003;6;14;17;19;25;33;27;2;EUR;2830954,70;15;EUR;27858,50;483;EUR;973,30;23341;EUR;35,80;372392;EUR;3,50;6;33;14;25;17;19;27;
Wednesday;03.09.2003;2;6;22;29;33;44;3;1;EUR;703128,50;2;EUR;66964,60;129;EUR;1167,90;7062;EUR;37,90;114938;EUR;3,60;22;2;44;6;33;29;3;
Sunday;07.09.2003;3;9;15;29;34;38;41;1;EUR;915258,80;5;EUR;34867,00;248;EUR;790,80;11033;EUR;31,60;162336;EUR;3,30;9;29;15;34;3;38;41;
Wednesday;10.09.2003;7;22;32;34;37;38;45;1;EUR;752087,60;4;EUR;35813,60;137;EUR;1176,30;6548;EUR;43,70;113781;EUR;3,90;38;7;34;32;22;37;45;
Sunday;14.09.2003;9;11;14;24;28;44;4;14;EUR;63121,50;2;EUR;84162,00;207;EUR;914,80;8852;EUR;38,00;147877;EUR;3,50;24;9;14;11;28;44;4;
