weekday;date;nr1asc;nr2asc;nr3asc;nr4asc;nr5asc;nr6asc;additionalNr;six;currency1;rateSix;fiveAddNr;currency2;rateFiveAddNr;five;currency3;rateFive;four;currency4;rateFour;three;currency5;rateThree;nr1;nr2;nr3;nr4;nr5;nr6;additionalNr;
Wednesday;17.09.2003;8;14;16;40;42;43;1;JP;;667726,80;3;EUR;42395,30;90;EUR;1589,80;5359;EUR;47,40;98985;EUR;4,00;42;16;14;8;40;43;1;
Sunday;21.09.2003;3;5;21;30;37;44;13;DJP;;1897272,60;3;EUR;78066,40;225;EUR;1170,90;11092;EUR;42,20;193549;EUR;3,70;21;44;3;37;5;30;13;
Wednesday;24.09.2003;10;17;21;28;33;42;31;1;EUR;3334753,20;8;EUR;34225,70;399;EUR;772,00;17888;EUR;30,60;262300;EUR;3,20;42;33;17;10;28;21;31;
Sunday;28.09.2003;3;17;35;39;40;44;15;JP;;882117,00;2;EUR;84011,10;168;EUR;1125,10;8231;EUR;40,80;142102;EUR;3,60;35;40;44;39;3;17;15;
Wednesday;01.10.2003;2;13;15;27;42;43;4;2;EUR;1059726,00;3;EUR;78560,90;233;EUR;1137,90;11141;EUR;42,30;193220;EUR;3,80;15;27;42;13;43;2;4;
Sunday;05.10.2003;7;8;9;18;43;44;29;JP;EUR;916417,20;3;EUR;58185,20;158;EUR;1242,80;7678;EUR;45,40;142849;EUR;3,80;9;8;44;7;43;18;29;
Wednesday;08.10.2003;2;17;19;27;30;40;22;3;EUR;708910,50;4;EUR;57634,00;297;EUR;873,20;13570;EUR;33,90;209412;EUR;3,40;27;17;2;19;30;40;22;
Sunday;12.10.2003;1;11;21;29;32;44;42;1;EUR;874812,30;6;EUR;27771,80;250;EUR;749,80;9576;EUR;34,80;145819;EUR;3,50;44;32;1;21;11;29;42;
Wednesday;15.10.2003;9;11;13;25;31;38;36;JP;EUR;675232,20;3;EUR;42871,80;109;EUR;1327,40;6224;EUR;41,30;106207;EUR;3,70;31;9;25;11;38;13;36;
Sunday;19.10.2003;1;6;25;27;30;33;26;DJP;EUR;1996407,30;4;EUR;62913,00;232;EUR;1220,20;12349;EUR;40,70;210868;EUR;3,70;25;27;30;6;33;1;26;
Wednesday;22.10.2003;7;25;31;34;40;45;5;1;EUR;3550036,30;6;EUR;49321,50;216;EUR;1541,20;12400;EUR;47,70;226718;EUR;4,00;40;31;7;34;45;25;5;
Sunday;26.10.2003;13;14;19;22;44;45;26;JP;;854692,60;4;EUR;40699,60;126;EUR;1453,50;6483;EUR;50,20;121806;EUR;4,10;19;13;22;44;14;45;26;
Wednesday;29.10.2003;16;17;23;26;38;41;33;2;EUR;1062240,60;5;EUR;48372,90;296;EUR;919,20;12994;EUR;37,20;211685;EUR;3,50;38;17;26;41;16;23;33;
Sunday;02.11.2003;3;15;27;29;31;35;34;JP;;845606,20;2;EUR;80533,90;219;EUR;827,40;10272;EUR;31,30;152059;EUR;3,30;31;27;3;29;15;35;34;
Wednesday;05.11.2003;17;27;29;30;34;37;35;1;EUR;2117668,00;3;EUR;80765,80;262;EUR;1040,30;13308;EUR;36,40;213559;EUR;3,50;27;29;30;34;37;17;35;
Sunday;09.11.2003;16;22;26;34;35;39;30;JP;;925856,70;2;EUR;88176,80;223;EUR;889,60;10462;EUR;33,70;162212;EUR;3,30;39;16;26;34;22;35;30;
Wednesday;12.11.2003;7;10;11;15;19;27;35;1;EUR;2207613,80;12;EUR;20345,30;388;EUR;707,80;17171;EUR;28,40;255673;EUR;2,90;27;15;19;7;10;11;35;
Sunday;16.11.2003;6;9;14;20;26;28;24;JP;;907675,20;2;EUR;86445,20;224;EUR;868,30;10834;EUR;31,90;167220;EUR;3,20;14;9;20;28;26;6;24;
Wednesday;19.11.2003;16;25;27;29;34;42;28;DJP;;2182198,80;2;EUR;121383,10;236;EUR;1157,20;12422;EUR;39,00;207236;EUR;3,60;25;34;16;42;27;29;28;
Sunday;23.11.2003;6;11;12;15;28;44;13;1;EUR;4021697,20;10;EUR;35038,00;325;EUR;1212,80;18076;EUR;38,70;306566;EUR;3,50;44;28;12;15;11;6;13;
Wednesday;26.11.2003;7;26;27;34;35;43;38;1;EUR;703622,50;2;EUR;67011,60;200;EUR;753,80;8118;EUR;33,00;126854;EUR;3,30;34;27;7;35;26;43;38;
Sunday;30.11.2003;2;3;8;21;37;41;13;JP;;912629,90;7;EUR;24833,40;146;EUR;1339,40;8447;EUR;41,10;148636;EUR;3,60;41;37;8;21;3;2;13;
Wednesday;03.12.2003;8;15;18;20;30;35;14;2;EUR;1094995,30;5;EUR;48661,30;220;EUR;1244,10;11718;EUR;41,50;196377;EUR;3,80;35;8;20;30;18;15;14;
Sunday;07.12.2003;4;16;22;34;43;44;28;JP;;899650,70;12;EUR;14280,10;152;EUR;1268,30;9478;EUR;36,10;142441;EUR;3,70;4;22;16;43;44;34;28;
Wednesday;10.12.2003;15;16;28;36;41;43;2;DJP;;2046159,00;4;EUR;54595,60;177;EUR;1388,00;10332;EUR;42,20;173311;EUR;3,90;15;16;41;28;43;36;2;
Sunday;14.12.2003;7;13;21;23;24;44;42;2;EUR;1907087,80;7;EUR;48109,20;372;EUR;1018,40;18457;EUR;36,40;300322;EUR;3,50;21;24;44;23;7;13;42;
Wednesday;17.12.2003;2;19;25;30;32;33;21;JP;;725160,40;4;EUR;34531,40;98;EUR;1585,60;5932;EUR;46,50;110280;EUR;3,90;25;32;19;33;30;2;21;
Sunday;21.12.2003;7;21;24;26;28;37;3;2;EUR;1047980,20;7;EUR;37300,60;246;EUR;1194,00;14236;EUR;36,60;241163;EUR;3,30;28;24;21;26;37;7;3;
Thursday;25.12.2003;10;17;18;25;32;36;30;JP;;878050,90;2;EUR;83623,90;130;EUR;1447,30;7178;EUR;46,60;128478;EUR;4,00;25;36;10;18;17;32;30;
Sunday;28.12.2003;7;9;24;25;30;37;44;DJP;;1961790,00;7;EUR;24489,40;198;EUR;1172,80;10506;EUR;39,20;174823;EUR;3,60;7;9;30;25;24;37;44;
Wednesday;31.12.2003;6;7;10;14;20;38;1;3;EUR;1295116,40;10;EUR;36639,20;372;EUR;1108,00;18623;EUR;39,30;316872;EUR;3,60;38;10;7;14;6;20;1;
Sunday;04.01.2004;25;26;27;36;41;43;45;JP;;862288,10;4;EUR;41061,30;158;EUR;1169,40;7061;EUR;46,50;125687;EUR;4,00;36;43;41;27;26;25;45;
Wednesday;07.01.2004;13;20;27;41;42;45;6;DJP;;2053199,70;1;EUR;226840,30;317;EUR;805,00;10141;EUR;44,70;175001;EUR;4,00;27;13;41;20;42;45;6;
Sunday;11.01.2004;8;13;14;17;19;43;23;1;EUR;3920637,90;8;EUR;44462,80;329;EUR;1216,30;17092;EUR;41,60;298653;EUR;3,70;13;14;43;8;17;19;23;
Wednesday;14.01.2004;2;4;6;26;31;43;37;1;EUR;740184,00;JP; ;140987,40;130;EUR;1220,00;6408;EUR;44,00;121407;EUR;3,60;43;6;31;4;26;2;37;
Sunday;18.01.2004;14;17;22;25;33;45;3;JP;;931387,30;6;EUR;53065,70;177;EUR;1127,50;9220;EUR;38,40;147476;EUR;3,70;22;14;25;17;45;33;3;
Wednesday;21.01.2004;6;10;19;26;39;41;14;DJP;;2191096,50;5;EUR;47988,90;262;EUR;1030,20;12905;EUR;37,10;211324;EUR;3,50;26;19;39;6;10;41;14;
Sunday;25.01.2004;15;18;24;34;43;45;38;2;EUR;1963426,70;15;EUR;22041,30;293;EUR;1269,40;14117;EUR;46,80;250099;EUR;4,10;18;15;45;34;24;43;38;
Wednesday;28.01.2004;5;12;18;32;33;39;9;2;EUR;355768,30;6;EUR;22588,40;130;EUR;1172,80;6447;EUR;42,00;108499;EUR;3,90;5;18;32;12;39;33;9;
Sunday;01.02.2004;18;23;27;31;33;36;6;1;EUR;913317,40;6;EUR;28994,20;137;EUR;1428,50;8061;EUR;43,10;142964;EUR;3,80;18;33;27;31;23;36;6;
Wednesday;04.02.2004;7;15;26;34;35;43;31;4;EUR;188297,30;4;EUR;35866,10;462;EUR;349,30;9468;EUR;30,30;138980;EUR;3,20;35;34;15;7;43;26;31;
Sunday;08.02.2004;2;8;17;26;31;37;40;1;EUR;891631,80;5;EUR;33966,90;185;EUR;1032,70;8803;EUR;38,50;147823;EUR;3,50;17;2;37;26;31;8;40;
Wednesday;11.02.2004;8;29;33;34;35;40;7;JP;;688401,70;5;EUR;26224,80;103;EUR;1432,10;5510;EUR;47,50;103985;EUR;3,90;8;29;40;35;33;34;7;
Sunday;15.02.2004;11;14;18;26;35;36;3;1;EUR;2066719,80;8;EUR;32817,00;229;EUR;1289,70;12189;EUR;43,00;209251;EUR;3,90;36;18;26;11;35;14;3;
Wednesday;18.02.2004;13;23;25;31;34;41;35;1;EUR;747599,20;JP;EUR;142399,80;113;EUR;1417,60;6041;EUR;47,10;109932;EUR;4,00;31;23;34;13;25;41;35;
Sunday;22.02.2004;7;16;33;34;35;40;28;1;EUR;880417,70;4;EUR;77524,60;174;EUR;1084,20;8700;EUR;38,50;144955;EUR;3,60;34;7;16;33;35;40;28;
Wednesday;25.02.2004;20;25;27;29;36;39;41;JP;;698981,50;4;EUR;33284,80;119;EUR;1258,60;6387;EUR;41,60;105876;EUR;3,90;36;25;20;27;29;39;41;
Sunday;29.02.2004;5;8;13;23;37;43;20;DJP;;2079408,50;8;EUR;32867,30;293;EUR;1009,50;13701;EUR;38,30;224208;EUR;3,60;5;23;43;8;13;37;20;
Wednesday;03.03.2004;6;11;15;18;23;29;30;1;EUR;3826772,00;10;EUR;33283,10;378;EUR;990,50;17739;EUR;37,50;293855;EUR;3,50;11;15;18;6;23;29;30;
Sunday;07.03.2004;6;12;22;33;39;41;37;JP;;976210,30;4;EUR;46486,20;191;EUR;1095,20;9754;EUR;38,10;158822;EUR;3,60;12;22;33;39;41;6;37;
Wednesday;10.03.2004;3;6;12;22;34;37;21;1;EUR;2318923,20;5;EUR;51150,90;244;EUR;1179,10;13088;EUR;39,00;218672;EUR;3,60;34;3;37;12;6;22;21;
Sunday;14.03.2004;2;5;9;17;19;36;41;2;EUR;468310,70;3;EUR;59468,00;259;EUR;774,90;11786;EUR;30,20;177982;EUR;3,10;5;9;2;19;17;36;41;
Wednesday;17.03.2004;6;7;20;29;38;40;3;2;EUR;343438,70;2;EUR;65416,90;109;EUR;1350,30;6407;EUR;40,80;106963;EUR;3,80;29;7;6;40;38;20;3;
Sunday;21.03.2004;11;12;21;24;32;45;41;JP;;849622,00;7;EUR;23118,90;125;EUR;1456,40;7967;EUR;40,60;136280;EUR;3,70;12;24;45;21;11;32;41;
Wednesday;24.03.2004;2;5;23;24;37;43;16;2;EUR;1022923,50;3;EUR;75950,70;188;EUR;1363,40;10715;EUR;42,50;175685;EUR;4,00;24;2;43;23;5;37;16;
Sunday;28.03.2004;22;24;25;29;41;42;13;JP;;861660,50;5;EUR;32825,10;122;EUR;1513,40;6266;EUR;52,30;114851;EUR;4,40;25;42;22;41;29;24;13;
Wednesday;31.03.2004;8;12;15;17;34;38;16;DJP;;2123656,70;5;EUR;48076,00;243;EUR;1112,80;12465;EUR;38,50;207787;EUR;3,60;34;17;15;12;8;38;16;
Sunday;04.04.2004;10;13;29;32;41;42;19;3JP;;3901566,80;10;EUR;33864,90;329;EUR;1157,90;15958;EUR;42,40;272684;EUR;3,80;42;41;29;32;13;10;19;
Wednesday;07.04.2004;4;21;23;30;35;42;17;2;EUR;3457054,50;11;EUR;52165,20;451;EUR;1431,30;26839;EUR;42,70;465185;EUR;3,80;30;4;35;23;21;42;17;
Sunday;11.04.2004;6;17;21;24;29;41;25;1;EUR;910070,40;5;EUR;34669,30;168;EUR;1160,80;9538;EUR;36,30;154270;EUR;3,50;6;17;41;29;21;24;25;
Wednesday;14.04.2004;10;17;26;27;30;34;22;JP;;668522,70;3;EUR;42445,80;143;EUR;1001,70;7811;EUR;32,60;122870;EUR;3,20;10;17;34;27;26;30;22;
Sunday;18.04.2004;4;13;17;24;30;32;1;1;EUR;2010187,60;6;EUR;42592,50;270;EUR;1064,80;12569;EUR;40,60;213590;EUR;3,70;32;17;13;4;24;30;1;
Wednesday;21.04.2004;14;15;24;25;31;33;44;JP;;758207,90;2;EUR;72210,20;134;EUR;1212,40;6972;EUR;41,40;114768;EUR;3,90;33;24;15;14;25;31;44;
Sunday;25.04.2004;6;18;23;29;39;40;2;DJP;;2041511,80;4;EUR;61109,70;220;EUR;1249,90;11434;EUR;42,70;196866;EUR;3,80;39;6;18;23;40;29;2;
Wednesday;28.04.2004;4;6;9;25;31;43;23;3JP;;3652024,40;4;EUR;76691,00;262;EUR;1317,20;14518;EUR;42,20;250787;EUR;3,80;9;4;25;43;31;6;23;
Sunday;02.05.2004;12;17;18;28;39;45;40;1;EUR;5911018,80;13;EUR;33098,80;401;EUR;1207,10;20827;EUR;41,30;358923;EUR;3,70;18;39;28;17;12;45;40;
Wednesday;05.05.2004;10;18;23;25;30;37;17;JP;;787202,00;4;EUR;37485,80;84;EUR;2008,10;5492;EUR;54,60;98824;EUR;4,70;10;25;18;23;30;37;17;
Sunday;09.05.2004;5;10;23;26;27;35;22;2;EUR;1136325,70;7;EUR;40420,30;313;EUR;1016,90;15478;EUR;36,50;242918;EUR;3,60;35;23;27;5;10;26;22;
Wednesday;12.05.2004;5;18;25;34;38;41;26;JP;;803178,80;3;EUR;50995,40;109;EUR;1578,90;5844;EUR;52,30;99059;EUR;4,80;25;5;38;34;18;41;26;
Sunday;16.05.2004;1;6;8;11;40;42;18;DJP;;2291039,60;7;EUR;40486,00;212;EUR;1503,90;12896;EUR;43,90;218301;EUR;4,00;8;1;40;11;42;6;18;
Wednesday;19.05.2004;5;11;16;21;26;32;43;4;EUR;1011649,90;10;EUR;33439,20;468;EUR;803,80;20407;EUR;32,70;274916;EUR;3,80;16;5;32;11;21;26;43;
Sunday;23.05.2004;2;4;5;27;37;44;32;JP;;915318,90;4;EUR;43586,60;141;EUR;1391,00;7150;EUR;48,70;130061;EUR;4,10;44;2;37;27;4;5;32;
Wednesday;26.05.2004;6;20;27;30;40;45;26;1;EUR;2251180,90;8;EUR;31806,20;279;EUR;1026,00;13092;EUR;38,80;188590;EUR;4,20;45;6;40;20;30;27;26;
Sunday;30.05.2004;8;11;13;20;34;38;5;1;EUR;966690,90;1;EUR;184131,60;160;EUR;1294,60;8494;EUR;43,30;138156;EUR;4,10;20;8;34;11;38;13;5;
Wednesday;02.06.2004;1;4;7;9;13;44;27;JP;;739760,20;7;EUR;20129,50;219;EUR;723,80;8965;EUR;31,40;126832;EUR;3,40;44;7;9;4;1;13;27;
Sunday;06.06.2004;4;9;15;17;18;22;36;1;EUR;2172703,90;6;EUR;45490,20;295;EUR;1040,80;13261;EUR;41,40;216457;EUR;3,90;18;22;15;4;17;9;36;
Wednesday;09.06.2004;4;27;35;37;39;45;29;1;EUR;749515,30;3;EUR;47588,20;121;EUR;1327,30;6212;EUR;45,90;102934;EUR;4,30;4;35;39;27;37;45;29;
Sunday;13.06.2004;1;5;8;37;44;45;11;JP;;913545,50;5;EUR;34801,70;134;EUR;1460,80;6743;EUR;51,60;122610;EUR;4,40;45;44;37;8;5;1;11;
Wednesday;16.06.2004;20;23;28;31;40;43;35;1;EUR;2177783,70;3;EUR;80269,00;195;EUR;1389,20;9710;EUR;49,50;168701;EUR;4,40;43;31;28;40;20;23;35;
Sunday;20.06.2004;15;16;27;32;38;44;9;1;EUR;907591,00;2;EUR;86437,20;140;EUR;1389,10;7550;EUR;45,70;123471;EUR;4,30;44;15;38;32;27;16;9;
Wednesday;23.06.2004;3;20;21;27;38;42;8;JP;;738934,10;4;EUR;35187,30;130;EUR;1218,00;5625;EUR;50,00;103355;EUR;4,20;3;38;27;20;21;42;8;
Sunday;27.06.2004;5;22;32;37;38;42;20;1;EUR;2102584,70;3;EUR;86580,90;167;EUR;1749,70;9703;EUR;53,50;173804;EUR;4,60;32;22;42;38;37;5;20;
Wednesday;30.06.2004;5;6;17;25;27;29;35;1;EUR;797344,30;3;EUR;50625,00;172;EUR;993,30;8914;EUR;34,00;137565;EUR;3,40;5;29;6;27;17;25;35;
Sunday;04.07.2004;2;19;20;32;35;45;15;JP;;919613,80;3;EUR;58388,10;128;EUR;1539,50;6528;EUR;53,60;118135;EUR;4,60;45;19;35;20;2;35;15;
Wednesday;07.07.2004;2;16;23;30;31;40;21;DJP;;2125023,30;4;EUR;57400,40;211;EUR;1224,10;9999;EUR;45,90;160991;EUR;4,40;40;2;16;23;30;31;21;
Sunday;11.07.2004;1;5;6;12;27;45;23;4;EUR;965991,60;8;EUR;41403,40;387;EUR;962,80;19003;EUR;34,80;282800;EUR;3,60;6;1;5;12;27;45;23;
Wednesday;14.07.2004;5;18;22;24;25;28;31;1;EUR;728051,90;4;EUR;34669,10;123;EUR;1268,30;5940;EUR;46,60;101316;EUR;4,20;22;25;18;28;24;5;31;
Sunday;18.07.2004;1;9;17;22;26;40;43;1;EUR;895219,20;6;EUR;28419,60;233;EUR;823,30;9223;EUR;36,90;140652;EUR;3,70;17;9;26;40;22;1;43;
Wednesday;21.07.2004;3;4;5;7;33;38;9;JP;;689270,00;7;EUR;18755,60;92;EUR;1605,40;6469;EUR;40,50;116088;EUR;3,50;38;3;7;4;33;5;9;
Sunday;25.07.2004;14;23;24;35;41;42;28;DJP;;2031446,50;8;EUR;31956,50;233;EUR;1234,30;9736;EUR;52,50;174657;EUR;4,50;14;42;23;41;24;35;28;
Wednesday;28.07.2004;2;10;30;31;35;45;26;1;EUR;3733317,50;7;EUR;46309,40;260;EUR;1402,60;13291;EUR;48,70;227985;EUR;4,40;10;35;45;30;31;2;26;
Sunday;01.08.2004;12;17;19;22;30;44;13;JP;;894521,00;1;EUR;170384,90;145;EUR;1321,90;7185;EUR;47,40;127985;EUR;4,10;19;44;30;12;22;17;13;
Wednesday;04.08.2004;4;16;21;25;36;42;34;1;EUR;2200798,20;6;EUR;41469,10;204;EUR;1372,10;10327;EUR;48,10;172598;EUR;4,50;16;36;4;42;21;25;34;
Sunday;08.08.2004;3;8;26;35;43;44;23;1;EUR;949791,10;6;EUR;30152,00;215;EUR;946,60;9477;EUR;38,10;144066;EUR;3,90;8;35;3;44;43;26;23;
Wednesday;11.08.2004;3;9;13;20;21;23;44;2;EUR;355074,50;3;EUR;45088,80;168;EUR;905,80;7633;EUR;35,40;122607;EUR;3,40;9;3;13;20;21;23;44;
Sunday;15.08.2004;9;24;25;34;42;45;36;JP;;932436,70;2;EUR;88803,40;142;EUR;1407,00;6930;EUR;51,20;118072;EUR;4,70;45;34;42;25;24;9;36;
Wednesday;18.08.2004;1;7;14;27;29;38;9;DJP;;2218918,20;7;EUR;35006,30;271;EUR;1017,20;12147;EUR;40,30;197821;EUR;3,80;7;38;27;29;1;14;9;
Sunday;22.08.2004;6;9;11;13;32;34;39;2;EUR;2001935,90;11;EUR;30908,20;330;EUR;1159,00;16143;EUR;42,10;271329;EUR;3,90;6;11;34;13;32;9;39;
Wednesday;25.08.2004;5;15;32;37;43;45;42;JP;;717237,20;2;EUR;68308,30;111;EUR;1384,60;5698;EUR;47,90;97890;EUR;4,30;15;45;32;5;43;37;42;
Sunday;29.08.2004;8;13;17;28;38;44;7;DJP;;2139304,30;8;EUR;33858,70;244;EUR;1248,80;13559;EUR;39,90;214838;EUR;3,90;44;8;13;38;28;17;7;
Wednesday;01.09.2004;1;10;18;24;40;42;22;2;EUR;1947773,00;9;EUR;37169,10;247;EUR;1523,60;13813;EUR;48,40;239292;EUR;4,30;40;42;24;10;1;18;22;
Sunday;05.09.2004;3;20;25;28;40;44;9;1;EUR;952707,10;4;EUR;45367,00;118;EUR;1730,00;7497;EUR;48,40;128654;EUR;4,40;3;20;25;28;40;44;9;
Wednesday;08.09.2004;5;17;23;27;34;43;3;5;EUR;145181,00;7;EUR;19752,50;272;EUR;571,80;8639;EUR;32,00;119630;EUR;3,60;5;43;27;23;34;17;3;
Sunday;12.09.2004;7;8;17;22;24;29;44;JP;;891050,50;1;EUR;169723,90;167;EUR;1143,30;8700;EUR;39,00;146669;EUR;3,60;17;8;22;24;29;7;44;
Wednesday;15.09.2004;8;15;17;20;28;30;10;DJP;;2194801,90;13;EUR;19102,50;304;EUR;918,90;13770;EUR;36,00;204436;EUR;3,70;30;15;17;20;8;28;10;
Sunday;19.09.2004;17;18;19;27;29;32;23;3;EUR;1311157,40;8;EUR;41396,90;313;EUR;1190,30;16365;EUR;40,40;265730;EUR;3,80;17;18;29;27;19;32;23;
Wednesday;22.09.2004;2;9;23;35;41;44;8;3;EUR;253626,60;5;EUR;28985,90;130;EUR;1254,10;6452;EUR;44,90;105188;EUR;4,30;23;41;9;44;35;2;8;
Sunday;26.09.2004;3;8;15;22;24;25;28;1;EUR;943085,40;6;EUR;29939,20;201;EUR;1005,40;9537;EUR;37,60;152238;EUR;3,60;3;22;8;15;24;25;28;
Wednesday;29.09.2004;5;7;20;29;34;38;28;JP;;707892,10;4;EUR;33709,10;122;EUR;1243,30;6294;EUR;42,80;103033;EUR;4,00;29;20;34;38;5;7;28;
Sunday;03.10.2004;2;25;29;32;41;45;42;1;EUR;2087329,00;9;EUR;29194,40;186;EUR;1589,20;9707;EUR;54,10;174399;EUR;4,70;45;41;29;32;2;25;42;
Wednesday;06.10.2004;9;12;20;27;42;43;38;JP;;702164,90;4;EUR;33436,40;112;EUR;1343,40;5473;EUR;48,80;98231;EUR;4,20;9;42;27;43;12;20;38;
Sunday;10.10.2004;24;31;38;40;42;45;23;1;EUR;1956924,80;3;EUR;79667,20;191;EUR;1407,70;8924;EUR;53,50;150607;EUR;4,90;45;42;38;24;31;40;23;
Wednesday;13.10.2004;3;12;25;33;43;45;41;JP;;688446,80;3;EUR;43710,90;122;EUR;1209,20;6034;EUR;43,40;99821;EUR;4,10;45;33;43;3;25;12;41;
Sunday;17.10.2004;1;4;14;32;41;42;29;1;EUR;1961203,60;10;EUR;24242,90;176;EUR;1549,60;9472;EUR;51,10;162162;EUR;4,60;32;1;4;42;41;14;29;
Wednesday;20.10.2004;5;20;29;34;39;42;25;1;EUR;672709,60;5;EUR;25627,00;108;EUR;1334,70;5503;EUR;46,50;89970;EUR;4,40;20;34;42;29;5;39;25;
Sunday;24.10.2004;2;8;17;26;33;42;7;5;EUR;171260,20;3;EUR;54368,30;224;EUR;819,10;8738;EUR;37,30;134872;EUR;3,70;33;17;2;8;42;26;7;
Wednesday;27.10.2004;5;7;25;39;40;45;22;1;EUR;632520,50;2;EUR;60240,00;95;EUR;1426,70;5372;EUR;44,80;90918;EUR;4,10;25;7;40;5;39;45;22;
Sunday;31.10.2004;7;19;35;37;38;40;15;1;EUR;884162,40;3;EUR;56137,20;98;EUR;1933,20;6105;EUR;55,10;113530;EUR;4,60;40;38;35;7;19;37;15;
Wednesday;03.11.2004;10;14;20;34;38;42;7;JP;;646684,30;6;EUR;20529,60;129;EUR;1074,20;5484;EUR;44,90;84943;EUR;4,50;34;42;10;14;38;20;7;
Sunday;07.11.2004;2;14;27;31;36;39;41;1;EUR;1937584,30;3;EUR;81961,90;207;EUR;1336,30;10368;EUR;47,40;174791;EUR;4,30;27;39;14;2;36;31;41;
Wednesday;10.11.2004;8;16;18;33;36;40;34;JP;;663937,30;3;EUR;42154,70;129;EUR;1102,80;5764;EUR;43,80;91262;EUR;4,30;8;40;36;18;16;33;34;
Sunday;14.11.2004;7;12;18;31;36;42;15;1;EUR;1922512,30;6;EUR;39954,70;231;EUR;1167,50;10693;EUR;44,80;167330;EUR;4,40;31;42;12;7;18;36;15;
Wednesday;17.11.2004;3;20;33;36;40;43;21;JP;;682549,00;1;EUR;130009,30;129;EUR;1133,80;5838;EUR;44,50;95729;EUR;4,20;43;40;36;20;33;3;21;
Sunday;21.11.2004;2;17;18;37;39;44;4;DJP;;1953779,20;3;EUR;80713,00;149;EUR;1828,20;8952;EUR;54,00;163256;EUR;4,60;39;17;2;37;44;18;4;
Wednesday;24.11.2004;1;2;12;25;36;41;13;1;EUR;3482136,00;11;EUR;26465,00;198;EUR;1654,00;11015;EUR;52,80;193766;EUR;4,60;2;25;1;36;12;41;13;
Sunday;28.11.2004;5;6;15;31;39;45;32;1;EUR;892324,20;3;EUR;56655,50;129;EUR;1482,20;7007;EUR;48,50;125886;EUR;4,20;39;31;45;6;15;5;32;
Wednesday;01.12.2004;2;11;17;20;24;27;28;JP;;687181,10;5;EUR;26178,30;167;EUR;881,70;6889;EUR;38,00;109833;EUR;3,70;11;17;20;24;2;27;28;
Sunday;05.12.2004;12;13;24;35;43;45;26;DJP;;1965650,70;6;EUR;40586,30;172;EUR;1592,70;9490;EUR;51,30;164941;EUR;4,60;35;12;13;24;45;43;26;
Wednesday;08.12.2004;3;12;13;17;18;27;16;1;EUR;3304648,60;5;EUR;51009,40;284;EUR;1010,30;14725;EUR;34,60;226366;EUR;3,50;17;18;27;13;3;12;16;
Sunday;12.12.2004;4;15;29;31;35;41;20;JP;;908147,00;2;EUR;86490,10;158;EUR;1231,60;7426;EUR;46,50;119648;EUR;4,50;4;15;41;35;29;31;20;
Wednesday;15.12.2004;3;7;9;20;24;43;29;DJP;;2110074,00;7;EUR;32705,40;273;EUR;943,40;11936;EUR;38,30;196651;EUR;3,60;3;20;9;43;24;7;29;
Sunday;19.12.2004;9;17;20;35;36;44;15;3JP;;3729224,70;7;EUR;44058,50;338;EUR;1026,50;14083;EUR;43,70;223205;EUR;4,30;20;35;44;17;36;9;15;
Wednesday;22.12.2004;5;16;32;33;36;43;11;2;EUR;3175401,50;16;EUR;31209,20;466;EUR;1205,50;22097;EUR;45,10;370645;EUR;4,20;36;5;33;43;32;16;11;
Sunday;26.12.2004;8;13;20;25;30;37;12;1;EUR;854045,80;3;EUR;54225,10;138;EUR;1326,10;6603;EUR;49,20;113163;EUR;4,40;25;13;30;20;8;37;12;
Wednesday;29.12.2004;4;13;14;31;35;41;27;1;EUR;759479,10;1;EUR;144662,60;110;EUR;1479,50;5957;EUR;48,50;95986;EUR;4,70;13;14;31;4;41;35;27;
Sunday;02.01.2005;1;3;27;30;39;42;36;2;EUR;445481,40;1;EUR;169707,20;141;EUR;1354,00;7611;EUR;44,50;131037;EUR;4,00;1;39;30;42;27;3;36;
Wednesday;05.01.2005;2;3;6;10;14;27;32;4;EUR;183909,10;6;EUR;23353,50;228;EUR;691,30;9214;EUR;30,40;133019;EUR;3,20;3;27;2;6;14;10;32;
Sunday;09.01.2005;15;23;24;29;32;35;5;JP;EUR;833934,70;7;EUR;22692,10;98;EUR;1823,40;6614;EUR;48,00;115036;EUR;4,30;32;35;23;24;29;15;5;
Wednesday;12.01.2005;2;5;13;30;42;45;17;1;EUR;2025699,40;3;EUR;75667,50;159;EUR;1606,10;9564;EUR;47,40;164186;EUR;4,30;5;45;2;13;30;42;17;
Sunday;16.01.2005;3;8;34;38;41;44;11;JP;;845636,50;3;EUR;53691,20;112;EUR;1617,90;6581;EUR;48,90;113763;EUR;4,40;38;8;44;3;41;34;11;
Wednesday;19.01.2005;2;10;12;23;34;40;9;DJP;;1986343,10;5;EUR;43455,40;198;EUR;1234,50;10369;EUR;41,90;168624;EUR;4,00;40;23;34;2;10;12;9;
Sunday;23.01.2005;14;15;20;25;31;40;9;1;EUR;3549266,40;11;EUR;27063,60;181;EUR;1850,30;11420;EUR;52,10;197558;EUR;4,70;25;14;20;40;31;15;9;
Wednesday;26.01.2005;22;24;35;36;40;42;39;JP;;670655,30;2;EUR;63871,90;85;EUR;1690,70;4571;EUR;55,80;81866;EUR;4,80;22;35;40;24;42;36;39;
Sunday;30.01.2005;5;7;8;18;36;42;13;DJP;;1934139,70;2;EUR;120331,80;210;EUR;1289,20;11221;EUR;42,80;183503;EUR;4,00;7;5;8;18;42;36;13;
