weekday;date;nr1asc;nr2asc;nr3asc;nr4asc;nr5asc;nr6asc;additionalNr;six;currency1;rateSix;fiveAddNr;currency2;rateFiveAddNr;five;currency3;rateFive;fourAddNr;currency4;rateFourAddNr;nr1;nr2;nr3;nr4;nr5;nr6;four;currency5;rateFour;threeAddNr;currency6;rateThreeAddNr;three;currency7;rateThree;nrOfAddNr;currency8;rateAddNr;
Wednesday;23.09.2015;18;29;38;39;42;45;5;JP;;733412,60;1;EUR;100844,20;66;EUR;1666,80;178;EUR;185,40;29;39;45;18;38;42;3549;EUR;51,60;4969;EUR;16,60;57327;EUR;5,70;237565;EUR;1,20;
Sunday;27.09.2015;7;9;12;34;35;36;24;1;EUR;1881149,30;JP;;157813,70;144;EUR;1195,50;351;EUR;147,10;35;34;7;9;36;12;5753;EUR;49,80;8705;EUR;14,80;97745;EUR;5,30;282304;EUR;1,20;
Wednesday;30.09.2015;21;22;27;31;34;36;32;JP;;744166,10;1;EUR;260136,60;57;EUR;1958,30;191;EUR;175,30;36;34;21;31;27;22;3539;EUR;52,50;5086;EUR;16,40;61786;EUR;5,40;176705;EUR;1,20;
Sunday;04.10.2015;4;7;8;10;17;34;5;2JP;;1927523,20;4;EUR;40677,80;183;EUR;969,90;482;EUR;110,40;10;17;34;8;4;7;7732;EUR;38,20;11293;EUR;11,70;120161;EUR;4,40;320465;EUR;1,20;
Wednesday;07.10.2015;14;16;31;40;41;45;36;2;EUR;1594656,40;3;EUR;57832,00;134;EUR;1412,40;333;EUR;170,50;31;41;45;14;16;40;6245;EUR;50,50;7779;EUR;18,20;102885;EUR;5,50;316191;EUR;1,20;
Sunday;11.10.2015;15;20;23;26;29;35;19;JP;;897552,60;JP;;123413,40;109;EUR;1235,10;236;EUR;171,10;35;20;23;26;29;15;4954;EUR;45,20;5828;EUR;17,30;78011;EUR;5,20;256653;EUR;1,20;
Wednesday;14.10.2015;2;3;14;30;39;40;11;2JP;;1970936,50;3;EUR;90334,50;95;EUR;1694,80;302;EUR;159,90;40;14;3;2;39;30;5392;EUR;49,70;8987;EUR;13,40;90681;EUR;5,30;302015;EUR;1,20;
Sunday;18.10.2015;5;14;15;20;29;44;10;3JP;;3379923,40;8;EUR;24216,90;162;EUR;1304,60;463;EUR;136,90;44;5;15;29;20;14;7470;EUR;47,10;12274;EUR;12,90;121630;EUR;5,20;392077;EUR;1,20;
Wednesday;21.10.2015;5;6;7;19;22;43;39;2;EUR;2483722,40;7;EUR;31183,40;210;EUR;1133,90;534;EUR;133,70;6;43;7;5;19;22;10518;EUR;37,70;12505;EUR;14,20;157593;EUR;4,50;399691;EUR;1,20;
Sunday;25.10.2015;10;13;31;37;41;44;30;JP;;889511,40;3;EUR;40769,20;80;EUR;1667,80;229;EUR;174,70;37;31;13;10;44;41;4236;EUR;52,40;5661;EUR;17,60;69802;EUR;5,70;233053;EUR;1,20;
Wednesday;28.10.2015;1;5;6;17;18;22;23;2JP;EUR;1859787,50;6;EUR;22235,40;171;EUR;851,10;350;EUR;124,70;17;22;1;6;5;18;6138;EUR;39,50;7341;EUR;14,80;96078;EUR;4,50;252151;EUR;1,20;
Sunday;01.11.2015;23;32;33;34;44;45;4;3JP;EUR;3323223,70;8;EUR;25152,80;197;EUR;1114,20;410;EUR;160,60;34;33;45;44;23;32;7581;EUR;48,20;10362;EUR;15,80;121947;EUR;5,40;426844;EUR;1,20;
Wednesday;04.11.2015;8;16;20;24;28;45;18;1;EUR;4968264,50;3;EUR;75397,70;222;EUR;1111,50;523;EUR;141,50;28;8;20;16;24;45;10139;EUR;40,50;11975;EUR;15,40;150927;EUR;4,90;406756;EUR;1,20;
Sunday;08.11.2015;3;7;18;35;37;40;34;2;EUR;500000,00;3;EUR;42511,50;90;EUR;1545,80;268;EUR;155,70;37;40;35;7;18;3;4627;EUR;50,10;5906;EUR;17,60;77701;EUR;5,40;231686;EUR;1,20;
Wednesday;11.11.2015;19;22;24;32;33;42;13;JP;EUR;763178,20;2;EUR;52468,50;83;EUR;1379,20;171;EUR;200,80;24;32;33;19;42;22;3848;EUR;49,50;5352;EUR;16,00;63096;EUR;5,40;209471;EUR;1,20;
Sunday;15.11.2015;4;8;11;15;35;41;25;1;EUR;1947996,70;2;EUR;81456,20;144;EUR;1234,10;392;EUR;136,00;8;11;4;35;41;15;6818;EUR;43,40;9392;EUR;14,10;110150;EUR;4,80;286215;EUR;1,20;
Wednesday;18.11.2015;18;27;28;29;37;42;30;1;EUR;1000000,00;JP; ;103687,90;95;EUR;1190,60;169;EUR;200,70;29;28;18;27;42;37;3778;EUR;49,90;4742;EUR;17,80;61664;EUR;5,50;198889;EUR;1,20;
Sunday;22.11.2015;8;13;14;18;23;25;36;JP;;884838,50;3;EUR;75117,70;91;EUR;1458,50;227;EUR;175,40;8;18;14;23;25;13;4422;EUR;50,00;5647;EUR;17,60;75031;EUR;5,30;214339;EUR;1,20;
Wednesday;25.11.2015;20;22;26;29;34;43;35;2JP;;1896127,30;3;EUR;46350,70;119;EUR;1274,70;248;EUR;183,40;43;22;29;26;20;34;5275;EUR;47,90;6765;EUR;16,80;85557;EUR;5,30;247130;EUR;1,20;
Sunday;29.11.2015;4;5;6;18;33;38;8;1;EUR;3277314,80;2;EUR;94956,60;141;EUR;1469,30;416;EUR;149,40;38;6;18;4;5;33;7025;EUR;49,10;11304;EUR;13,70;119388;EUR;5,20;373646;EUR;1,20;
Wednesday;02.12.2015;5;11;23;24;25;44;20;JP; ;791961,40;2;EUR;54447,30;94;EUR;1263,70;232;EUR;153,60;44;11;23;5;25;24;4440;EUR;44,50;5784;EUR;15,40;70829;EUR;5,00;199996;EUR;1,20;
Sunday;06.12.2015;5;11;19;27;38;41;44;1;EUR;2020491,40;11;EUR;15356,60;181;EUR;1018,10;344;EUR;160,70;41;11;38;19;5;27;7646;EUR;40,10;8653;EUR;15,90;115846;EUR;4,70;297309;EUR;1,20;
Wednesday;09.12.2015;8;12;21;29;38;42;17;JP; ;754900,40;8;EUR;12974,80;106;EUR;1068,20;363;EUR;93,50;8;42;12;29;21;38;4366;EUR;43,20;6597;EUR;12,80;67562;EUR;5,00;209573;EUR;1,20;
Sunday;13.12.2015;5;11;18;25;34;39;31;2JP;EUR;1962190,20;2;EUR;83001,10;123;EUR;1472,30;325;EUR;167,10;39;5;25;11;18;34;6349;EUR;47,50;8035;EUR;16,90;104327;EUR;5,20;292306;EUR;1,20;
Wednesday;16.12.2015;8;9;10;31;40;45;21;5;EUR;654652,00;4;EUR;45068,00;142;EUR;1384,90;411;EUR;143,50;9;31;8;10;45;40;7124;EUR;46,00;10694;EUR;13,70;118503;EUR;5,00;339785;EUR;1,20;
Sunday;20.12.2015;4;5;14;18;23;43;44;JP;;921093,90;5;EUR;25330,00;91;EUR;1518,20;232;EUR;178,60;5;14;43;18;23;4;4979;EUR;46,20;5809;EUR;17,80;82286;EUR;5,00;224311;EUR;1,20;
Wednesday;23.12.2015;6;11;22;23;28;38;44;1;EUR;2206875,00;4;EUR;44198,70;154;EUR;1252,30;407;EUR;142,10;11;23;38;22;28;6;7095;EUR;45,30;8894;EUR;16,20;117815;EUR;4,90;313785;EUR;1,20;
Sunday;27.12.2015;1;6;17;22;35;40;16;JP;EUR;787135,60;2;EUR;54115,50;87;EUR;1357,10;181;EUR;195,60;6;22;17;35;40;1;4095;EUR;48,00;5306;EUR;16,60;67473;EUR;5,20;207897;EUR;1,20;
Wednesday;30.12.2015;2;7;18;35;36;38;17;JP;EUR;2040913,90;2;EUR;86197,20;100;EUR;1880,60;342;EUR;164,90;35;36;38;18;7;2;6137;EUR;51,00;8556;EUR;16,40;102597;EUR;5,50;350645;EUR;1,20;
Sunday;03.01.2016;10;11;16;18;30;34;42;1;EUR;3293507,60;3;EUR;57410,50;146;EUR;1286,90;305;EUR;184,80;16;18;30;10;34;11;6160;EUR;50,80;8125;EUR;17,30;108570;EUR;5,20;309767;EUR;1,20;
Wednesday;06.01.2016;12;19;26;34;38;41;37;JP;;731671,50;JP;;100604,80;83;EUR;1322,20;161;EUR;204,50;26;12;19;41;34;38;3860;EUR;47,30;4203;EUR;19,50;59930;EUR;5,50;165551;EUR;1,20;
Sunday;10.01.2016;3;6;9;17;22;24;20;2;EUR;991288,40;8;EUR;34075,50;217;EUR;864,60;520;EUR;108,20;6;24;3;9;22;17;9178;EUR;34,00;10946;EUR;12,80;131895;EUR;4,20;313671;EUR;1,20;
Wednesday;13.01.2016;8;10;17;19;24;34;43;JP;;781730,30;3;EUR;35829,30;94;EUR;1247,40;259;EUR;135,80;34;24;8;17;10;19;4923;EUR;39,60;5793;EUR;15,10;75713;EUR;4,60;192578;EUR;1,20;
Sunday;17.01.2016;6;7;22;26;27;30;9;2JP;;1971487,70;3;EUR;54530,50;143;EUR;1247,90;483;EUR;110,80;26;30;22;27;7;6;7034;EUR;42,20;11614;EUR;11,50;111400;EUR;4,80;321030;EUR;1,20;
Wednesday;20.01.2016;3;22;24;29;30;35;31;3JP;;3214604,10;2;EUR;85464,20;118;EUR;1580,20;297;EUR;188,30;29;3;24;30;22;35;6054;EUR;51,30;7655;EUR;18,20;103960;EUR;5,40;303412;EUR;1,20;
Sunday;24.01.2016;9;15;18;20;23;30;19;4JP;;4842856,70;3;EUR;74628,20;155;EUR;1575,70;419;EUR;174,80;30;23;15;20;9;18;8957;EUR;45,40;11568;EUR;15,80;145076;EUR;5,00;440413;EUR;1,20;
Wednesday;27.01.2016;9;13;15;26;36;42;8;5JP;;6940319,60;9;EUR;32044,50;238;EUR;1321,90;531;EUR;177,70;36;13;9;42;15;26;10846;EUR;48,30;14775;EUR;15,90;180373;EUR;5,20;600593;EUR;1,20;
Sunday;31.01.2016;17;18;22;38;39;41;34;3;EUR;3293968,40;8;EUR;50558,50;346;EUR;1275,20;819;EUR;161,60;39;17;38;41;22;18;14796;EUR;49,70;21559;EUR;15,30;245040;EUR;5,40;731952;EUR;1,20;
Wednesday;03.02.2016;5;12;18;25;32;39;24;JP; ;818539,00;3;EUR;37516,30;112;EUR;1096,20;218;EUR;168,90;18;5;32;25;39;12;4317;EUR;47,40;5633;EUR;16,30;69430;EUR;5,30;206708;EUR;1,20;
Sunday;07.02.2016;3;18;33;34;35;41;27;2JP;EUR;2068602,40;6;EUR;28647,20;142;EUR;1320,40;341;EUR;164,90;35;33;34;3;18;41;5982;EUR;52,20;9164;EUR;15,30;102703;EUR;5,50;352717;EUR;1,20;
Wednesday;10.02.2016;2;4;8;10;33;35;16;3JP;EUR;3348332,60;2;EUR;87981,40;161;EUR;1192,20;484;EUR;118,90;2;35;10;4;8;33;7533;EUR;42,40;11040;EUR;13,00;120208;EUR;4,80;325223;EUR;1,20;
Sunday;14.02.2016;8;10;11;29;33;42;2;1;EUR;5103956,30;7;EUR;34485,40;193;EUR;1364,40;536;EUR;147,30;10;33;42;29;8;11;10037;EUR;43,70;14680;EUR;13,40;161026;EUR;4,90;450186;EUR;1,20;
Wednesday;17.02.2016;4;6;14;28;31;35;40;JP; ;794689,10;3;EUR;36423,20;85;EUR;1402,30;239;EUR;149,60;35;14;4;28;31;6;4350;EUR;45,60;5558;EUR;16,00;70359;EUR;5,10;196850;EUR;1,20;
Sunday;21.02.2016;1;8;12;29;35;41;2;DJP;EUR;2036070,50;1;EUR;170689,90;128;EUR;1454,70;318;EUR;175,60;35;29;12;41;1;8;6349;EUR;48,80;9008;EUR;15,50;107148;EUR;5,20;331992;EUR;1,20;
Wednesday;24.02.2016;4;17;18;23;31;40;20;4;EUR;824214,20;1;EUR;173358,10;138;EUR;1370,40;367;EUR;154,50;17;4;31;40;23;18;6578;EUR;47,90;8508;EUR;16,60;104773;EUR;5,40;325432;EUR;1,20;
Sunday;28.02.2016;9;14;29;35;37;43;21;1;EUR;1000000,00;3;EUR;42314,50;93;EUR;1489,00;261;EUR;159,00;29;14;37;43;35;9;4185;EUR;55,10;6752;EUR;15,30;71453;EUR;5,80;253800;EUR;1,20;
Wednesday;02.03.2016;7;9;11;17;19;35;30;1;EUR;1000000,00;1;EUR;108062,80;160;EUR;736,70;273;EUR;129,50;11;7;19;9;35;17;6233;EUR;31,50;6560;EUR;13,40;86805;EUR;4,00;191415;EUR;1,20;
Sunday;06.03.2016;2;16;18;20;28;34;42;1;EUR;1000000,00;1;EUR;126301,80;127;EUR;1084,90;285;EUR;145,00;16;2;34;20;18;28;5207;EUR;44,10;6035;EUR;17,10;82221;EUR;5,00;223881;EUR;1,20;
Wednesday;09.03.2016;8;16;25;32;34;37;21;1;EUR;1000000,00;6;EUR;17592,40;95;EUR;1212,10;245;EUR;141,00;37;16;32;34;8;25;3797;EUR;50,50;5688;EUR;15,10;60823;EUR;5,70;218920;EUR;1,20;
Sunday;13.03.2016;7;18;19;21;30;42;34;JP;;909389,00;1;EUR;125040,90;115;EUR;1186,10;241;EUR;169,80;19;21;30;7;18;42;5025;EUR;45,20;6229;EUR;16,40;82965;EUR;4,90;222894;EUR;1,20;
Wednesday;16.03.2016;7;9;12;27;30;43;35;2JP;;1910637,10;1;EUR;137671,60;134;EUR;1120,80;272;EUR;165,60;7;9;30;43;27;12;6652;EUR;37,60;7112;EUR;15,80;101202;EUR;4,40;240969;EUR;1,20;
Sunday;20.03.2016;9;30;32;35;37;41;8;1;EUR;3212442,00;2;EUR;89499,00;121;EUR;1613,80;310;EUR;188,90;37;32;30;9;41;35;6183;EUR;52,60;8508;EUR;17,20;103620;EUR;5,60;395260;EUR;1,20;
Wednesday;23.03.2016;7;12;36;37;38;45;43;JP;;744482,40;JP;;102366,30;65;EUR;1718,00;191;EUR;175,40;37;45;36;12;38;7;3424;EUR;54,30;4883;EUR;17,10;58274;EUR;5,70;181124;EUR;1,20;
Sunday;27.03.2016;2;16;23;32;38;41;3;2JP; ;1931739,50;2;EUR;132807,00;129;EUR;1380,50;310;EUR;172,30;16;38;2;23;32;41;6183;EUR;48,00;8294;EUR;16,10;97152;EUR;5,50;372659;EUR;1,20;
Wednesday;30.03.2016;6;14;21;33;36;39;19;1;EUR;3000048,60;2;EUR;73446,20;132;EUR;1213,90;307;EUR;156,50;14;6;39;36;33;21;5925;EUR;45,00;7485;EUR;16,00;94484;EUR;5,10;291766;EUR;1,20;
Sunday;03.04.2016;4;10;15;31;33;41;21;1;EUR;1000000,00;2;EUR;61281,90;92;EUR;1453,30;284;EUR;141,20;10;41;15;31;4;33;4758;EUR;46,80;7001;EUR;14,30;77050;EUR;5,20;240326;EUR;1,20;
Wednesday;06.04.2016;4;22;23;26;32;38;35;1;EUR;1000000,00;2;EUR;50967,90;59;EUR;1884,70;209;EUR;159,60;22;23;26;32;4;38;3523;EUR;52,60;5451;EUR;15,30;61838;EUR;5,40;176120;EUR;1,20;
Sunday;10.04.2016;5;20;23;32;38;45;9;JP;;885490,90;7;EUR;17393,50;97;EUR;1369,30;299;EUR;133,20;20;23;45;5;38;32;4407;EUR;50,20;7213;EUR;13,80;72932;EUR;5,40;268068;EUR;1,20;
Wednesday;13.04.2016;5;15;23;28;37;45;11;2JP;;1873167,10;JP;;135805,40;125;EUR;1185,20;268;EUR;165,80;28;45;37;5;15;23;5555;EUR;44,40;7750;EUR;14,30;85077;EUR;5,20;286387;EUR;1,20;
Sunday;17.04.2016;15;24;27;32;41;42;26;3JP;;3200385,70;7;EUR;45471,10;143;EUR;1392,10;352;EUR;169,60;24;41;42;15;32;27;6922;EUR;47,90;8481;EUR;17,60;110275;EUR;5,40;374738;EUR;1,20;
Wednesday;20.04.2016;3;17;22;26;32;33;35;1;EUR;4660304,30;2;EUR;100369,40;186;EUR;1177,30;524;EUR;125,30;17;26;3;22;32;33;8443;EUR;43,20;12653;EUR;12,90;139606;EUR;4,70;350327;EUR;1,20;
Sunday;24.04.2016;19;22;24;27;30;33;28;3;EUR;333333,30;2;EUR;60627,40;101;EUR;1309,60;221;EUR;179,50;24;19;27;33;30;22;4406;EUR;50,00;5690;EUR;17,40;76715;EUR;5,20;246703;EUR;1,20;
Wednesday;27.04.2016;4;26;32;33;38;45;13;JP;;731966,50;JP;;100645,30;85;EUR;1291,70;181;EUR;181,90;4;38;33;32;45;26;3481;EUR;52,50;4957;EUR;16,60;58894;EUR;5,60;202287;EUR;1,20;
Sunday;01.05.2016;1;14;25;27;28;35;42;1;;1919833,10;4;EUR;65994,20;125;EUR;1425,40;376;EUR;142,10;1;27;28;35;14;25;5835;EUR;50,80;9226;EUR;14,40;101092;EUR;5,30;292330;EUR;1,20;
Wednesday;04.05.2016;11;12;17;30;35;40;16;JP;;775255,90;2;EUR;53298,80;72;EUR;1615,10;186;EUR;187,50;30;11;40;17;12;35;3817;EUR;50,70;5146;EUR;16,90;66253;EUR;5,20;206403;EUR;1,20;
Sunday;08.05.2016;6;17;25;29;34;43;12;1;EUR;1836714,40;2;EUR;72975,20;126;EUR;1263,60;335;EUR;142,50;29;43;25;17;6;34;5775;EUR;45,90;7692;EUR;15,50;90929;EUR;5,20;292617;EUR;1,20;
Wednesday;11.05.2016;19;27;30;37;41;45;7;JP; ;730421,20;1;EUR;100432,90;68;EUR;1611,20;227;EUR;144,70;27;41;45;37;30;19;3452;EUR;52,80;5716;EUR;14,30;57432;EUR;5,70;226151;EUR;1,20;
Sunday;15.05.2016;2;7;8;30;34;37;12;DJP;;1898665,80;2;EUR;80316,80;107;EUR;1637,70;332;EUR;158,30;2;34;8;7;30;37;5593;EUR;52,20;8900;EUR;14,70;97935;EUR;5,30;309856;EUR;1,20;
Wednesday;18.05.2016;3;5;7;16;29;31;28;1;EUR;2973808,10;5;EUR;29566,40;188;EUR;857,80;434;EUR;111,40;31;16;3;5;29;7;7417;EUR;36,20;9551;EUR;12,60;108862;EUR;4,40;281751;EUR;1,20;
Sunday;22.05.2016;6;8;12;30;34;45;2;JP;;851595,90;2;EUR;58547,20;94;EUR;1358,90;294;EUR;130,30;12;34;6;45;8;30;4860;EUR;43,80;7683;EUR;12,40;77697;EUR;4,90;220420;EUR;1,20;
Wednesday;25.05.2016;7;17;21;30;34;45;18;2JP;;1866000,30;4;EUR;34870,10;146;EUR;1042,10;308;EUR;148,20;17;34;21;45;7;30;6281;EUR;40,30;6998;EUR;16,30;94638;EUR;4,80;259997;EUR;1,20;
Sunday;29.05.2016;4;5;7;10;17;24;31;2;EUR;1505197,40;9;EUR;17483,80;197;EUR;871,30;448;EUR;114,90;17;5;10;4;7;24;9008;EUR;31,70;9840;EUR;13,00;123750;EUR;4,10;263193;EUR;1,20;
Wednesday;01.06.2016;3;6;10;18;28;30;44;2;EUR;500000,00;5;EUR;20309,50;140;EUR;791,20;216;EUR;153,80;10;18;30;6;28;3;5736;EUR;32,10;5339;EUR;15,50;79828;EUR;4,10;183494;EUR;1,20;
Sunday;05.06.2016;3;4;5;9;27;28;18;2;EUR;500000,00;3;EUR;39235,10;195;EUR;658,40;384;EUR;100,30;28;9;4;5;27;3;7057;EUR;30,30;8661;EUR;11,10;98868;EUR;3,90;193246;EUR;1,20;
Wednesday;08.06.2016;10;21;25;28;37;44;22;1;EUR;1000000,00;1;EUR;97758,00;58;EUR;1838,70;161;EUR;198,70;37;10;21;44;28;25;3354;EUR;52,90;4194;EUR;19,00;56984;EUR;5,60;198007;EUR;1,20;
Sunday;12.06.2016;12;18;19;20;23;45;17;JP;;855938,00;4;EUR;29422,80;99;EUR;1296,80;213;EUR;180,80;18;19;45;23;20;12;4353;EUR;49,10;5691;EUR;16,90;73183;EUR;5,20;250654;EUR;1,20;
Wednesday;15.06.2016;2;16;17;23;26;37;12;2JP;;1784119,10;2;EUR;63812,40;87;EUR;1600,30;272;EUR;153,50;16;2;26;23;17;37;4864;EUR;47,70;6820;EUR;15,30;80731;EUR;5,20;258350;EUR;1,20;
Sunday;19.06.2016;1;11;19;31;32;37;42;3JP;;3003308,60;2;EUR;83819,20;108;EUR;1693,30;300;EUR;182,80;31;1;19;11;32;37;5671;EUR;53,70;7631;EUR;17,90;99280;EUR;5,50;305575;EUR;1,20;
Wednesday;22.06.2016;10;25;26;32;35;45;5;4JP;;4360902,90;3;EUR;62223,00;126;EUR;1616,10;478;EUR;127,80;25;32;45;26;10;35;6607;EUR;51,30;11053;EUR;13,80;111559;EUR;5,50;394931;EUR;1,20;
Sunday;26.06.2016;6;17;23;27;33;43;19;3;EUR;2037091,10;8;EUR;30084,40;262;EUR;1002,10;603;EUR;130,60;6;23;17;33;43;27;11016;EUR;39,70;14076;EUR;13,90;165617;EUR;4,70;456143;EUR;1,20;
Wednesday;29.06.2016;5;20;26;27;30;32;45;1;EUR;1000000,00;2;EUR;49314,10;59;EUR;1823,60;152;EUR;212,30;27;5;32;20;26;30;3516;EUR;51,00;5124;EUR;15,70;63556;EUR;5,10;175921;EUR;1,20;
Sunday;03.07.2016;1;2;20;22;26;37;43;JP;;867185,90;2;EUR;59619,00;79;EUR;1646,50;192;EUR;203,20;37;1;20;22;2;26;3972;;54,50;5205;EUR;18,70;71696;EUR;5,40;215285;EUR;1,20;
Wednesday;06.07.2016;1;4;15;16;26;27;14;2JP;;1852220,20;3;EUR;45147,40;123;EUR;1201,20;306;EUR;144,80;26;15;16;1;27;4;5655;EUR;43,50;7414;EUR;14,90;93721;EUR;4,70;245681;EUR;1,20;
Sunday;10.07.2016;2;20;21;23;27;28;32;3JP;;3115750,10;5;EUR;34747,00;150;EUR;1263,50;337;EUR;168,70;21;28;23;27;20;2;6816;EUR;46,30;8841;EUR;16,00;113017;EUR;5,00;301885;EUR;1,20;
Wednesday;13.07.2016;10;20;22;26;36;42;16;4JP;;4526779,80;2;EUR;97008,20;154;EUR;1374,30;437;EUR;145,30;26;36;10;22;42;20;7598;EUR;46,40;10072;EUR;15,70;121316;EUR;5,20;370649;EUR;1,20;
Sunday;17.07.2016;18;25;37;39;43;44;16;2;EUR;3240166,00;8;EUR;33576,60;209;EUR;1402,00;496;EUR;177,20;44;39;25;43;18;37;9944;EUR;49,10;12678;EUR;17,30;155889;EUR;5,60;543726;EUR;1,20;
Wednesday;20.07.2016;6;15;22;25;27;34;24;JP;;727171,80;2;EUR;49993,00;81;EUR;1346,60;180;EUR;181,70;25;15;6;27;34;22;4110;EUR;44,20;5045;EUR;16,20;63911;EUR;5,10;187183;EUR;1,20;
Sunday;24.07.2016;4;13;22;26;27;42;45;1;EUR;1829791,50;2;EUR;75805,10;120;EUR;1378,20;308;EUR;161,00;22;27;26;42;13;4;6174;EUR;44,60;7637;EUR;16,20;100363;EUR;4,90;276885;EUR;1,20;
Wednesday;27.07.2016;8;10;30;36;37;39;41;JP;;710748,80;3;EUR;32575,90;94;EUR;1134,10;171;EUR;187,00;30;36;8;37;10;39;3501;EUR;50,70;4488;EUR;17,80;58463;EUR;5,50;174676;EUR;1,20;
Sunday;31.07.2016;1;13;21;22;25;40;9;2;EUR;903348,90;2;EUR;75346,40;119;EUR;1381,40;350;EUR;140,90;40;22;13;1;25;21;5539;EUR;49,90;8733;EUR;14,10;91728;EUR;5,40;313750;EUR;1,20;
Wednesday;03.08.2016;4;8;9;18;40;42;11;JP;;731580,70;1;EUR;100592,30;82;EUR;1338,20;248;EUR;132,70;40;9;8;4;18;42;4065;EUR;44,90;6167;EUR;13,30;65601;EUR;5,00;206287;EUR;1,20;
Sunday;07.08.2016;9;12;18;20;27;36;45;1;EUR;1842052,10;19;EUR;8036,30;152;EUR;1095,80;761;EUR;65,60;12;20;36;9;18;27;6867;EUR;40,40;8325;EUR;15,00;103886;EUR;4,80;282286;EUR;1,20;
Wednesday;10.08.2016;4;7;10;19;31;43;44;2;EUR;500000,00;2;EUR;50194,40;140;EUR;782,20;196;EUR;167,60;43;10;7;31;19;4;5200;EUR;35,10;5214;EUR;15,70;74784;EUR;4,40;173677;EUR;1,20;
Sunday;14.08.2016;6;7;13;19;37;44;40;JP;;871732,30;JP;;119863,10;128;EUR;1021,50;220;EUR;178,30;7;19;13;44;37;6;5107;EUR;42,60;5863;EUR;16,70;80211;EUR;4,90;216849;EUR;1,20;
Wednesday;17.08.2016;1;5;11;28;29;36;18;3;EUR;590934,50;5;EUR;48752,10;89;EUR;1518,60;270;EUR;150,10;5;1;11;28;29;36;5351;EUR;42,00;6670;EUR;15,10;85556;EUR;4,70;219545;EUR;1,20;
Sunday;21.08.2016;3;4;5;23;27;34;32;JP;;869264,80;JP;;119523,90;108;EUR;1207,30;216;EUR;181,00;27;4;23;3;34;5;5279;EUR;41,10;6030;EUR;16,20;87980;EUR;4,40;203987;EUR;1,20;
Wednesday;24.08.2016;3;10;14;18;22;24;26;2JP;;1830827,00;4;EUR;62934,60;144;EUR;1001,60;354;EUR;122,20;24;14;18;3;22;10;5593;EUR;42,90;8239;EUR;13,10;89641;EUR;4,80;256278;EUR;1,20;
Sunday;28.08.2016;9;11;15;33;34;39;4;3JP;;3085473,40;2;EUR;86256,90;124;EUR;1517,70;377;EUR;149,70;9;11;39;15;33;34;7130;EUR;43,90;9533;EUR;14,80;113041;EUR;5,00;342639;EUR;1,20;
Wednesday;31.08.2016;1;11;18;26;29;40;30;4JP;;4521776,20;6;EUR;32915,20;150;EUR;1436,30;434;EUR;148,90;11;29;26;1;40;18;7955;EUR;45,10;10560;EUR;15,30;128159;EUR;5,00;364305;EUR;1,20;
Sunday;04.09.2016;13;21;29;36;41;44;33;5JP;;6491367,30;9;EUR;30090,90;231;EUR;1278,90;716;EUR;123,70;13;44;41;36;29;21;10470;EUR;47,00;15881;EUR;13,90;164785;EUR;5,40;517698;EUR;1,20;
Wednesday;07.09.2016;1;7;11;12;25;29;28;2;EUR;4728039,20;14;EUR;29117,60;461;EUR;964,60;1.104;EUR;120,80;11;29;1;25;7;12;18921;EUR;39,10;24174;EUR;13,70;279962;EUR;4,70;797276;EUR;1,20;
Sunday;11.09.2016;2;20;22;29;34;36;21;1;EUR;1000000,00;2;EUR;63245,00;101;EUR;1366,20;233;EUR;177,60;22;20;36;34;29;2;4380;EUR;52,50;6093;EUR;16,90;75725;EUR;5,40;260245;EUR;1,20;
Wednesday;14.09.2016;9;12;35;37;38;43;39;JP;;761517,70;1;EUR;104708,60;65;EUR;1757,30;176;EUR;194,70;9;35;37;12;38;43;3413;EUR;55,70;5330;EUR;16,00;59350;EUR;5,80;191869;EUR;1,20;
Sunday;18.09.2016;2;3;9;18;23;27;7;2JP;;1895914,70;16;EUR;9748,70;204;EUR;834,10;632;EUR;80,70;23;3;27;2;9;18;8006;EUR;35,40;12438;EUR;10,20;116312;EUR;4,40;310792;EUR;1,20;
Wednesday;21.09.2016;7;18;30;37;43;44;23;3JP;;3060575,10;4;EUR;40035,20;135;EUR;1294,00;308;EUR;170,10;30;18;44;37;7;43;5618;EUR;51,80;7445;EUR;17,50;93593;EUR;5,60;316396;EUR;1,20;
Sunday;25.09.2016;1;2;6;33;34;39;44;4JP;;4586185,10;3;EUR;69923,70;151;EUR;1515,50;382;EUR;179,70;2;1;6;34;39;33;7393;EUR;51,50;9802;EUR;17,50;129084;EUR;5,30;366548;EUR;1,20;
Wednesday;28.09.2016;3;8;19;24;32;42;6;1;EUR;6321310,00;8;EUR;29822,40;249;EUR;1045,20;575;EUR;135,70;3;24;19;8;42;32;10470;EUR;41,40;14617;EUR;13,30;158162;EUR;4,90;466393;EUR;1,20;
Sunday;02.10.2016;3;10;15;20;35;38;4;2;EUR;500000,00;JP;;123716,60;135;EUR;999,70;293;EUR;138,10;3;20;10;35;15;38;5355;EUR;42,00;6438;EUR;15,70;82000;EUR;4,90;258370;EUR;1,20;
Wednesday;05.10.2016;10;12;27;30;34;36;2;1;EUR;1000000,00;2;EUR;113496,50;73;EUR;1543,30;217;EUR;155,70;12;30;36;34;27;10;3903;EUR;48,10;5884;EUR;14,30;65296;EUR;5,20;201166;EUR;1,20;
