weekday;date;nr1asc;nr2asc;nr3asc;nr4asc;nr5asc;nr6asc;additionalNr;six;currency1;rateSix;fiveAddNr;currency2;rateFiveAddNr;five;currency3;rateFive;four;currency4;rateFour;three;currency5;rateThree;nr1;nr2;nr3;nr4;nr5;nr6;additionalNr;
Sunday;21.05.1989;2;14;16;26;28;40;12;23;ATS;510218,00;23;ATS;170072,00;1269;ATS;4623,00;29007;ATS;269,00;381035;ATS;25,00;26;40;14;28;16;2;12;
Sunday;28.05.1989;2;4;6;12;16;28;17;10;ATS;1102981,00;25;ATS;147064,00;1334;ATS;4134,00;37085;ATS;198,00;421829;ATS;21,00;6;16;28;4;12;2;17;
Sunday;04.06.1989;14;16;22;26;33;39;31;6;ATS;1919968,00;8;ATS;479992,00;846;ATS;6808,00;34662;ATS;221,00;448017;ATS;21,00;14;22;39;16;33;26;31;
Sunday;11.06.1989;4;18;21;25;31;40;39;JP;;11146429,00;4;ATS;928869,00;359;ATS;15524,00;17172;ATS;432,00;290922;ATS;31,00;25;40;31;21;4;18;39;
Sunday;18.06.1989;12;18;21;32;33;45;9;2;ATS;12600376,00;18;ATS;260265,00;322;ATS;21823,00;19801;ATS;473,00;362949;ATS;32,00;32;12;18;21;33;45;9;
Sunday;25.06.1989;7;17;23;30;37;38;19;2;ATS;5498625,00;7;ATS;523678,00;361;ATS;15231,00;20019;ATS;366,00;318749;ATS;28,00;37;17;38;23;30;7;19;
Sunday;02.07.1989;7;9;14;31;39;40;8;JP;;10813795,00;4;ATS;901149,00;254;ATS;21286,00;13995;ATS;515,00;271638;ATS;33,00;7;9;40;39;31;14;8;
Sunday;09.07.1989;3;8;17;19;27;35;12;7;ATS;3517912,00;36;ATS;127885,00;1402;ATS;4925,00;47514;ATS;193,00;581984;ATS;19,00;8;35;27;19;17;3;12;
Sunday;16.07.1989;1;5;13;16;27;45;26;3;ATS;3540029,00;16;ATS;221251,00;414;ATS;12826,00;18984;ATS;372,00;305942;ATS;28,00;5;16;27;45;1;13;26;
Sunday;23.07.1989;5;13;18;24;36;44;10;1;ATS;10125708,00;2;ATS;1687618,00;232;ATS;21822,00;13122;ATS;514,00;243256;ATS;34,00;36;5;24;18;44;13;10;
Sunday;30.07.1989;7;14;17;27;38;41;1;4;ATS;2563693,00;16;ATS;213641,00;1016;ATS;5046,00;31124;ATS;219,00;364464;ATS;23,00;7;27;14;38;17;41;1;
Sunday;06.08.1989;6;7;10;28;32;43;31;1;ATS;10273273,00;7;ATS;489203,00;273;ATS;18815,00;16214;ATS;422,00;293260;ATS;29,00;7;6;43;28;10;32;31;
Sunday;13.08.1989;13;20;28;30;31;45;44;JP;;10088222,00;2;ATS;1681370,00;187;ATS;26973,00;11694;ATS;575,00;233092;ATS;36,00;13;28;30;45;20;31;44;
Sunday;20.08.1989;2;13;14;29;30;42;40;1;ATS;23200691,00;10;ATS;437082,00;435;ATS;15071,00;16620;ATS;525,00;311002;ATS;35,00;42;14;13;30;2;29;40;
Sunday;27.08.1989;2;5;7;15;20;30;34;2;ATS;5277854,00;12;ATS;293214,00;552;ATS;9561,00;24574;ATS;286,00;327293;ATS;26,00;7;15;20;2;30;5;34;
Sunday;03.09.1989;12;15;20;22;28;32;11;2;ATS;5553444,00;14;ATS;264449,00;564;ATS;9846,00;26930;ATS;274,00;388503;ATS;23,00;32;15;22;20;28;12;11;
Sunday;10.09.1989;4;7;10;11;17;34;8;3;ATS;3925621,00;9;ATS;436180,00;524;ATS;11237,00;27466;ATS;285,00;443285;ATS;22,00;10;4;17;11;34;7;8;
Sunday;17.09.1989;5;23;24;28;31;39;12;JP;;10709565,00;14;ATS;254989,00;283;ATS;18921,00;16525;ATS;432,00;290029;ATS;30,00;5;23;28;24;31;39;12;
Sunday;24.09.1989;5;14;20;21;34;41;1;4;ATS;6187735,00;2;ATS;2340229,00;475;ATS;14780,00;24006;ATS;389,00;401837;ATS;29,00;20;34;5;41;14;21;1;
Sunday;01.10.1989;2;5;14;41;43;45;31;JP;;11007190,00;2;ATS;1834531,00;246;ATS;22372,00;10768;ATS;681,00;222406;ATS;41,00;43;14;45;2;41;5;31;
Sunday;08.10.1989;2;4;21;36;38;44;39;2;ATS;12886014,00;8;ATS;615201,00;274;ATS;26943,00;17363;ATS;566,00;331846;ATS;37,00;21;36;2;38;4;44;39;
Sunday;15.10.1989;7;20;29;33;34;41;13;JP;;11054968,00;7;ATS;526427,00;345;ATS;16021,00;19370;ATS;380,00;332755;ATS;27,00;33;29;41;34;20;7;13;
Sunday;22.10.1989;4;21;22;27;29;41;1;DJP;;25819802,00;4;ATS;1230402,00;398;ATS;18548,00;24674;ATS;398,00;450665;ATS;27,00;29;27;22;41;4;21;1;
Sunday;29.10.1989;2;13;32;34;41;44;16;2;ATS;24414554,00;14;ATS;547840,00;512;ATS;22470,00;29272;ATS;524,00;527493;ATS;36,00;13;41;2;34;44;32;16;
Sunday;05.11.1989;2;3;7;24;29;38;14;JP;;11835272,00;9;ATS;438343,00;298;ATS;19857,00;16765;ATS;470,00;320490;ATS;30,00;3;24;7;2;38;29;14;
Sunday;12.11.1989;4;11;22;25;34;43;6;2;ATS;14340537,00;12;ATS;467938,00;676;ATS;12459,00;29627;ATS;379,00;485497;ATS;28,00;34;43;11;25;4;22;6;
Sunday;19.11.1989;2;17;19;27;33;38;28;4;ATS;3074238,00;24;ATS;170791,00;651;ATS;9444,00;30578;ATS;268,00;456345;ATS;22,00;17;27;38;2;19;33;28;
Sunday;26.11.1989;3;16;21;29;36;37;45;3;ATS;3864297,00;11;ATS;351299,00;588;ATS;9857,00;23384;ATS;330,00;359306;ATS;26,00;16;29;3;36;37;21;45;
Sunday;03.12.1989;6;19;28;33;42;44;23;1;ATS;11537954,00;6;ATS;640997,00;361;ATS;15980,00;18209;ATS;422,00;306600;ATS;31,00;42;19;33;6;44;28;23;
Sunday;10.12.1989;8;19;21;28;30;40;38;1;ATS;10642901,00;11;ATS;322512,00;431;ATS;12346,00;21583;ATS;328,00;350585;ATS;25,00;8;40;28;21;19;30;38;
Sunday;17.12.1989;3;5;23;29;35;45;13;JP;;11399767,00;7;ATS;542846,00;282;ATS;20212,00;19030;ATS;399,00;319690;ATS;29,00;29;3;5;35;45;23;13;
Sunday;25.12.1989;2;36;37;38;41;42;30;2;ATS;13327117,00;6;ATS;847470,00;261;ATS;29223,00;13392;ATS;759,00;281967;ATS;45,00;2;41;36;38;42;37;30;
Sunday;31.12.1989;3;13;21;22;29;39;5;4;ATS;2872805,00;19;ATS;201600,00;764;ATS;7520,00;32179;ATS;238,00;431131;ATS;22,00;13;3;22;39;29;21;5;
Sunday;07.01.1990;1;2;12;32;39;40;31;JP;;11121963,00;7;ATS;529617,00;158;ATS;35196,00;12603;ATS;588,00;260437;ATS;35,00;2;39;40;1;12;32;31;
Sunday;14.01.1990;5;11;13;19;22;40;42;4;ATS;6609231,00;9;ATS;567220,00;689;ATS;11113,00;32689;ATS;312,00;492638;ATS;25,00;5;19;11;13;40;22;42;
Sunday;21.01.1990;9;15;28;31;39;41;1;2;ATS;5779285,00;18;ATS;214047,00;506;ATS;11421,00;23427;ATS;328,00;369899;ATS;26,00;31;39;15;9;28;41;1;
Sunday;28.01.1990;8;26;27;36;38;40;35;JP;;14341275,00;11;ATS;434584,00;467;ATS;15354,00;27186;ATS;351,00;427804;ATS;27,00;27;36;38;8;40;26;35;
Sunday;04.02.1990;15;16;20;24;25;43;30;DJP;;31180124,00;15;ATS;374196,00;379;ATS;22214,00;22869;ATS;490,00;419769;ATS;33,00;25;16;24;43;20;15;30;
Sunday;11.02.1990;11;22;23;25;32;39;16;1;ATS;59360531,00;31;ATS;303015,00;1003;ATS;14048,00;52888;ATS;355,00;856915;ATS;27,00;11;32;25;23;22;39;16;
Sunday;18.02.1990;1;13;18;23;28;42;4;1;ATS;12612294,00;8;ATS;525512,00;298;ATS;21161,00;15682;ATS;536,00;296924;ATS;35,00;18;42;13;28;23;1;4;
Sunday;25.02.1990;8;9;11;16;34;36;40;2;ATS;6400892,00;8;ATS;533407,00;593;ATS;10794,00;25024;ATS;341,00;414668;ATS;25,00;36;34;8;11;9;16;40;
Sunday;04.03.1990;2;5;6;23;27;33;35;2;ATS;6238570,00;6;ATS;693174,00;456;ATS;13681,00;25691;ATS;323,00;442218;ATS;23,00;27;23;33;5;2;6;35;
Sunday;11.03.1990;3;11;23;27;30;33;21;8;ATS;1533077,00;25;ATS;163528,00;814;ATS;7533,00;36143;ATS;226,00;488889;ATS;20,00;3;23;27;30;11;33;21;
Sunday;18.03.1990;1;2;20;33;36;41;29;JP;;11781623,00;5;ATS;785441,00;167;ATS;35274,00;14111;ATS;556,00;269641;ATS;36,00;33;1;36;20;41;2;29;
Sunday;25.03.1990;3;9;18;26;28;44;22;3;ATS;9170188,00;14;ATS;374498,00;790;ATS;9955,00;33344;ATS;314,00;523903;ATS;25,00;9;44;3;28;26;18;22;
Sunday;01.04.1990;1;10;12;29;32;42;45;JP;;12161035,00;6;ATS;675613,00;350;ATS;17372,00;17191;ATS;471,00;312553;ATS;32,00;42;1;32;10;29;12;45;
Sunday;08.04.1990;7;9;14;18;24;35;20;2;ATS;13782759,00;8;ATS;641853,00;531;ATS;14505,00;28314;ATS;362,00;488481;ATS;26,00;24;7;9;35;18;14;20;
Sunday;15.04.1990;2;3;14;25;28;29;32;2;ATS;5968744,00;6;ATS;663193,00;327;ATS;18253,00;19455;ATS;409,00;350200;ATS;28,00;14;28;2;3;25;29;32;
Sunday;22.04.1990;7;8;20;30;31;33;28;2;ATS;5702833,00;12;ATS;316824,00;402;ATS;14186,00;20950;ATS;362,00;349543;ATS;27,00;30;20;8;31;7;33;28;
Sunday;29.04.1990;10;19;24;26;37;42;43;2;ATS;5716592,00;12;ATS;317588,00;422;ATS;13546,00;18533;ATS;411,00;289026;ATS;32,00;24;42;26;10;37;19;43;
Sunday;06.05.1990;4;15;24;30;37;39;9;1;ATS;10904277,00;13;ATS;279596,00;270;ATS;20193,00;14898;ATS;487,00;271486;ATS;33,00;4;15;24;39;30;37;9;
Sunday;13.05.1990;3;11;19;22;29;42;13;4;ATS;2729860,00;25;ATS;145592,00;612;ATS;8921,00;25144;ATS;289,00;363589;ATS;25,00;3;19;29;42;22;11;13;
Sunday;20.05.1990;4;10;21;31;34;39;29;6;ATS;3333333,00;37;ATS;111084,00;694;ATS;8883,00;27878;ATS;294,00;394774;ATS;26,00;21;10;39;4;34;31;29;
Sunday;27.05.1990;2;16;23;26;31;44;41;JP;;10546795,00;10;ATS;351559,00;338;ATS;15601,00;17049;ATS;412,00;291756;ATS;30,00;31;26;44;23;2;16;41;
Sunday;03.06.1990;10;12;20;23;33;39;41;7;ATS;3509482,00;23;ATS;203182,00;977;ATS;7174,00;35856;ATS;260,00;482494;ATS;24,00;23;12;10;39;20;33;41;
Sunday;10.06.1990;3;8;18;37;40;43;31;1;ATS;11000973,00;3;ATS;1222330,00;217;ATS;25347,00;13069;ATS;561,00;252034;ATS;36,00;37;40;43;18;3;8;31;
Sunday;17.06.1990;5;15;18;23;24;29;35;1;ATS;10937016,00;10;ATS;364567,00;329;ATS;16621,00;17763;ATS;410,00;309483;ATS;29,00;18;5;23;29;24;15;35;
Sunday;24.06.1990;6;10;11;16;22;43;38;JP;;10693849,00;11;ATS;324056,00;267;ATS;20025,00;17051;ATS;418,00;317739;ATS;28,00;16;11;43;6;10;22;38;
Sunday;01.07.1990;7;8;21;26;28;33;3;2;ATS;12151785,00;24;ATS;189023,00;775;ATS;8780,00;37277;ATS;243,00;561159;ATS;20,00;28;8;26;7;33;21;3;
Sunday;08.07.1990;3;5;7;19;25;42;4;4;ATS;2770219,00;11;ATS;335784,00;453;ATS;12230,00;22287;ATS;331,00;345211;ATS;26,00;25;5;3;19;7;42;4;
Sunday;15.07.1990;10;17;18;19;34;39;31;2;ATS;5378401,00;11;ATS;325963,00;309;ATS;17405,00;17056;ATS;420,00;309971;ATS;28,00;17;18;19;34;39;10;31;
Sunday;22.07.1990;6;10;11;13;32;43;39;JP;;10446472,00;5;ATS;696431,00;258;ATS;20245,00;16268;ATS;428,00;266621;ATS;32,00;13;6;10;32;43;11;39;
Sunday;29.07.1990;1;9;22;23;39;41;7;2;ATS;12235655,00;12;ATS;389578,00;528;ATS;13281,00;24538;ATS;381,00;418641;ATS;27,00;22;1;39;9;41;23;7;
Sunday;05.08.1990;10;11;19;23;26;29;2;1;ATS;10272144,00;20;ATS;171202,00;436;ATS;11779,00;21403;ATS;319,00;356438;ATS;24,00;19;11;10;29;23;26;2;
Sunday;12.08.1990;8;12;17;18;21;44;29;3;ATS;3461426,00;4;ATS;865356,00;272;ATS;19088,00;18120;ATS;382,00;311302;ATS;27,00;21;17;8;12;44;18;29;
Sunday;19.08.1990;10;12;19;22;31;44;29;JP;;10158177,00;7;ATS;483719,00;286;ATS;17758,00;15580;ATS;434,00;272923;ATS;31,00;10;44;19;31;12;22;29;
Sunday;26.08.1990;2;6;7;11;20;35;12;4;ATS;6390235,00;13;ATS;394944,00;577;ATS;13347,00;30499;ATS;336,00;488902;ATS;26,00;20;6;35;2;11;7;12;
Sunday;02.09.1990;18;28;30;35;36;43;37;2;ATS;5596852,00;2;ATS;1865617,00;180;ATS;31093,00;11667;ATS;639,00;241532;ATS;38,00;18;36;43;28;30;35;37;
Sunday;09.09.1990;11;22;27;34;42;44;39;1;ATS;11453728,00;8;ATS;477238,00;358;ATS;15996,00;19015;ATS;401,00;321856;ATS;29,00;44;42;27;34;11;22;39;
Sunday;16.09.1990;8;11;16;26;32;37;19;2;ATS;5405817,00;14;ATS;257419,00;399;ATS;13548,00;21314;ATS;338,00;344156;ATS;26,00;16;11;26;37;32;8;19;
Sunday;23.09.1990;16;18;25;29;30;33;6;1;ATS;10905925,00;6;ATS;605884,00;321;ATS;16987,00;17841;ATS;407,00;312344;ATS;29,00;29;33;30;16;25;18;6;
Sunday;30.09.1990;5;18;25;37;38;44;3;JP;;10732379,00;2;ATS;1788729,00;128;ATS;41923,00;8909;ATS;803,00;190600;ATS;46,00;5;25;18;38;37;44;3;
Sunday;07.10.1990;5;6;29;31;32;43;38;1;ATS;26038527,00;4;ATS;1275512,00;241;ATS;31755,00;15656;ATS;651,00;326431;ATS;39,00;43;5;29;6;32;31;38;
Sunday;14.10.1990;1;3;4;13;15;39;21;4;ATS;2774789,00;16;ATS;231232,00;485;ATS;11442,00;22602;ATS;327,00;357346;ATS;25,00;15;1;4;13;3;39;21;
Sunday;21.10.1990;10;23;37;41;43;44;15;1;ATS;11411783,00;2;ATS;1901963,00;151;ATS;37787,00;11647;ATS;653,00;232883;ATS;40,00;43;44;10;37;41;23;15;
Sunday;28.10.1990;4;6;26;35;42;45;21;1;ATS;10127772,00;9;ATS;375102,00;178;ATS;28448,00;11677;ATS;578,00;241492;ATS;34,00;26;42;35;45;6;4;21;
Sunday;04.11.1990;9;10;11;12;17;44;4;JP;;10914503,00;11;ATS;330742,00;212;ATS;25741,00;16590;ATS;438,00;317030;ATS;28,00;9;12;11;10;17;44;4;
Sunday;11.11.1990;2;6;17;21;30;43;45;4;ATS;10800616,00;10;ATS;712448,00;643;ATS;16620,00;32958;ATS;432,00;569293;ATS;31,00;6;43;30;2;17;21;45;
Sunday;18.11.1990;5;7;26;31;35;42;11;JP;;11606329,00;11;ATS;351706,00;273;ATS;21257,00;16816;ATS;460,00;303319;ATS;31,00;31;5;42;26;35;7;11;
Sunday;25.11.1990;7;30;35;37;40;43;44;1;ATS;28550172,00;8;ATS;705993,00;240;ATS;35299,00;16267;ATS;694,00;328958;ATS;42,00;35;7;30;40;43;37;44;
Sunday;02.12.1990;7;9;23;25;29;45;42;1;ATS;12403080,00;3;ATS;1378120,00;300;ATS;20671,00;17572;ATS;470,00;328936;ATS;31,00;25;23;9;29;7;45;42;
Sunday;09.12.1990;9;10;12;39;41;44;31;1;ATS;11984121,00;6;ATS;665784,00;328;ATS;18268,00;17511;ATS;456,00;311233;ATS;32,00;44;9;12;39;10;41;31;
Sunday;16.12.1990;6;18;20;23;34;36;24;1;ATS;11822742,00;6;ATS;656819,00;319;ATS;18530,00;18477;ATS;426,00;320968;ATS;30,00;34;20;18;36;23;6;24;
Sunday;23.12.1990;5;22;32;34;42;43;45;2;ATS;15000000,00;10;ATS;474232,00;422;ATS;16856,00;21977;ATS;431,00;360908;ATS;32,00;43;32;34;42;22;5;45;
Sunday;30.12.1990;3;4;13;32;35;44;31;JP;;11125602,00;JP;;3708534,00;277;ATS;20082,00;15516;ATS;478,00;283501;ATS;32,00;44;13;4;35;3;32;31;
Sunday;06.01.1991;6;16;17;31;42;43;9;DJP;;27982656,00;8;ATS;1165944,00;342;ATS;24644,00;19517;ATS;575,00;391873;ATS;35,00;43;17;6;31;42;16;9;
Sunday;13.01.1991;8;12;30;32;33;43;23;3JP;;54371061,00;14;ATS;628295,00;604;ATS;21844,00;37612;ATS;467,00;700244;ATS;31,00;43;30;32;8;12;33;23;
Sunday;20.01.1991;2;15;18;27;32;39;14;6;ATS;15997577,00;45;ATS;308254,00;1771;ATS;11748,00;87622;ATS;316,00;1334046;ATS;25,00;2;15;18;27;39;32;14;
Sunday;27.01.1991;1;5;27;28;36;42;43;3;ATS;4655457,00;9;ATS;517273,00;322;ATS;21686,00;19133;ATS;486,00;354711;ATS;32,00;27;1;42;36;28;5;43;
Sunday;03.02.1991;8;10;19;30;37;39;34;2;ATS;6783258,00;6;ATS;753695,00;592;ATS;11458,00;25918;ATS;348,00;424618;ATS;26,00;37;8;30;19;39;10;34;
Sunday;10.02.1991;6;16;18;39;42;43;27;2;ATS;6352351,00;23;ATS;184126,00;381;ATS;16672,00;20605;ATS;411,00;307001;ATS;34,00;18;39;6;16;42;43;27;
Sunday;17.02.1991;1;6;12;14;26;43;29;JP;;12553125,00;8;ATS;523046,00;316;ATS;19862,00;16456;ATS;508,00;303183;ATS;34,00;43;12;1;26;14;6;29;
Sunday;24.02.1991;5;11;16;18;43;44;12;1;ATS;29563954,00;5;ATS;1134055,00;340;ATS;25015,00;21231;ATS;534,00;416767;ATS;34,00;5;44;11;16;43;18;12;
Sunday;03.03.1991;8;15;20;25;26;44;35;JP;;12739486,00;15;ATS;283099,00;303;ATS;21022,00;17229;ATS;492,00;312949;ATS;33,00;26;44;20;8;25;15;35;
Sunday;10.03.1991;2;8;19;28;33;39;21;5;ATS;5935270,00;24;ATS;235234,00;966;ATS;8766,00;41699;ATS;270,00;603108;ATS;23,00;19;8;33;28;2;39;21;
Sunday;17.03.1991;7;11;18;20;36;40;25;2;ATS;6192123,00;17;ATS;242828,00;395;ATS;15676,00;19031;ATS;433,00;329736;ATS;31,00;20;11;7;40;36;18;25;
Sunday;24.03.1991;9;24;26;29;31;37;15;1;ATS;11990769,00;12;ATS;333076,00;389;ATS;15412,00;20058;ATS;398,00;342129;ATS;29,00;26;29;9;24;31;37;15;
Sunday;31.03.1991;3;6;24;31;34;44;23;JP;;12263675,00;8;ATS;510986,00;338;ATS;18141,00;17399;ATS;469,00;302417;ATS;33,00;31;3;6;44;24;34;23;
Sunday;07.04.1991;7;11;19;26;32;42;25;1;ATS;27566584,00;12;ATS;425080,00;600;ATS;12752,00;28342;ATS;359,00;458546;ATS;27,00;42;11;26;32;7;19;25;
Sunday;14.04.1991;8;21;22;24;30;40;6;3;ATS;3992664,00;12;ATS;332722,00;320;ATS;18715,00;20258;ATS;394,00;353972;ATS;28,00;24;22;40;30;21;8;6;
Sunday;21.04.1991;2;9;10;23;25;45;39;2;ATS;5989059,00;24;ATS;166362,00;442;ATS;13549,00;22108;ATS;361,00;367238;ATS;27,00;25;45;10;9;2;23;39;
Sunday;28.04.1991;2;6;9;10;31;38;5;1;ATS;11801420,00;8;ATS;491725,00;254;ATS;23231,00;17370;ATS;452,00;323808;ATS;30,00;6;31;2;9;38;10;5;
Sunday;05.05.1991;5;11;15;16;17;19;41;2;ATS;5836957,00;5;ATS;778260,00;427;ATS;13669,00;22588;ATS;344,00;392405;ATS;24,00;17;11;5;15;16;19;41;
Sunday;12.05.1991;14;15;27;28;40;42;32;9;ATS;1287232,00;5;ATS;772339,00;531;ATS;10908,00;19581;ATS;394,00;339393;ATS;28,00;42;40;15;28;14;27;32;
Sunday;19.05.1991;19;24;25;29;31;41;42;3;ATS;3863568,00;5;ATS;772713,00;271;ATS;21385,00;14554;ATS;530,00;281001;ATS;34,00;24;41;25;19;29;31;42;
Sunday;26.05.1991;3;7;9;23;24;35;21;1;ATS;11176255,00;21;ATS;177400,00;476;ATS;11739,00;23900;ATS;311,00;377131;ATS;24,00;24;7;9;23;3;35;21;
Sunday;02.06.1991;5;17;37;42;43;44;13;JP;;11031719,00;5;ATS;735447,00;272;ATS;20278,00;14088;ATS;522,00;255204;ATS;36,00;43;42;37;17;5;44;13;
Sunday;09.06.1991;1;2;13;23;27;39;41;5;ATS;5365093,00;12;ATS;438715,00;601;ATS;13139,00;29693;ATS;354,00;491975;ATS;26,00;39;1;2;27;23;13;41;
Sunday;16.06.1991;6;12;17;19;20;21;42;5;ATS;2339492,00;9;ATS;433239,00;581;ATS;10066,00;25776;ATS;302,00;395873;ATS;24,00;20;19;21;17;12;6;42;
Sunday;23.06.1991;7;8;18;21;26;36;24;1;ATS;11899890,00;9;ATS;440736,00;447;ATS;13310,00;23735;ATS;334,00;380683;ATS;26,00;26;36;21;7;18;8;24;
Sunday;30.06.1991;5;6;13;17;34;41;38;1;ATS;11766298,00;9;ATS;435788,00;303;ATS;18913,00;19246;ATS;397,00;333548;ATS;28,00;5;6;13;34;17;41;38;
Sunday;07.07.1991;1;9;14;25;26;29;3;JP;;11183174,00;13;ATS;286748,00;322;ATS;17365,00;18304;ATS;407,00;333406;ATS;27,00;9;25;14;29;1;26;3;
Sunday;14.07.1991;1;8;11;16;31;35;12;1;ATS;25036439,00;8;ATS;577219,00;365;ATS;18977,00;21184;ATS;435,00;386223;ATS;29,00;1;11;31;8;16;35;12;
Sunday;21.07.1991;2;4;6;22;27;36;7;1;ATS;11221251,00;8;ATS;467552,00;398;ATS;14097,00;21928;ATS;341,00;371640;ATS;25,00;36;2;4;27;22;6;7;
Sunday;28.07.1991;12;14;29;35;44;45;20;JP;;12690874,00;8;ATS;528786,00;134;ATS;47354,00;10017;ATS;844,00;205092;ATS;51,00;35;12;45;44;14;29;20;
Sunday;04.08.1991;13;22;24;27;30;38;32;1;ATS;28880821,00;6;ATS;899441,00;338;ATS;23949,00;19222;ATS;561,00;347945;ATS;38,00;22;30;24;38;13;27;32;
Sunday;11.08.1991;5;8;9;28;34;40;7;8;ATS;1569302,00;13;ATS;321908,00;1390;ATS;4515,00;21162;ATS;395,00;338111;ATS;30,00;40;9;28;34;5;8;7;
Sunday;18.08.1991;6;7;22;23;33;41;43;1;ATS;12144835,00;8;ATS;506034,00;462;ATS;13143,00;20969;ATS;386,00;309648;ATS;32,00;7;23;41;22;6;33;43;
Sunday;25.08.1991;6;10;16;21;22;42;14;1;ATS;12325407,00;8;ATS;513558,00;335;ATS;18396,00;17840;ATS;460,00;301845;ATS;34,00;21;22;10;6;16;42;14;
Sunday;01.09.1991;5;7;15;18;26;28;25;2;ATS;6436067,00;18;ATS;238372,00;595;ATS;10816,00;24496;ATS;350,00;346159;ATS;30,00;26;18;28;15;5;7;25;
Sunday;08.09.1991;3;4;12;17;25;44;37;4;ATS;3739509,00;16;ATS;311625,00;454;ATS;16473,00;22934;ATS;434,00;340003;ATS;36,00;4;17;25;3;12;44;37;
Sunday;15.09.1991;11;13;14;19;23;29;17;JP;;13703800,00;36;ATS;126887,00;440;ATS;15573,00;22315;ATS;409,00;356043;ATS;32,00;14;11;29;23;13;19;17;
Sunday;22.09.1991;7;9;38;40;41;45;8;1;ATS;30503075,00;4;ATS;1399939,00;259;ATS;32431,00;15114;ATS;741,00;295528;ATS;47,00;41;7;38;9;45;40;8;
Sunday;29.09.1991;12;14;20;30;36;42;31;3;ATS;4405469,00;9;ATS;489496,00;303;ATS;21809,00;14986;ATS;587,00;234231;ATS;47,00;14;20;42;30;12;36;31;
Sunday;06.10.1991;6;9;31;32;34;41;14;JP;;13041267,00;3;ATS;1449029,00;233;ATS;27985,00;14151;ATS;614,00;263967;ATS;41,00;6;34;9;32;41;31;14;
Sunday;13.10.1991;21;22;26;28;36;40;1;DJP;;29883234,00;3;ATS;1871329,00;286;ATS;29443,00;18062;ATS;621,00;353467;ATS;39,00;26;22;36;21;28;40;1;
Sunday;20.10.1991;3;6;18;32;37;40;35;1;ATS;56482859,00;6;ATS;1477756,00;397;ATS;33500,00;24203;ATS;732,00;458661;ATS;48,00;6;37;18;3;32;40;35;
Sunday;27.10.1991;5;10;17;23;29;31;2;1;ATS;13302159,00;29;ATS;152898,00;669;ATS;9941,00;28178;ATS;314,00;366785;ATS;30,00;5;29;23;10;31;17;2;
Sunday;03.11.1991;1;7;9;10;39;40;43;5;ATS;2635762,00;10;ATS;439293,00;394;ATS;16724,00;18160;ATS;483,00;301031;ATS;36,00;39;1;40;10;7;9;43;
Sunday;10.11.1991;2;27;31;35;36;40;21;JP;;13852953,00;3;ATS;1539217,00;255;ATS;27162,00;12049;ATS;766,00;247916;ATS;46,00;27;35;40;2;31;36;21;
Sunday;17.11.1991;1;4;8;9;26;33;36;1;ATS;32839869,00;5;ATS;1265794,00;553;ATS;17167,00;30725;ATS;411,00;497721;ATS;31,00;9;1;26;8;33;4;36;
Sunday;24.11.1991;10;11;15;22;24;28;8;1;ATS;13886803,00;25;ATS;185157,00;494;ATS;14055,00;25162;ATS;367,00;399525;ATS;28,00;11;22;15;28;24;10;8;
Sunday;01.12.1991;15;19;21;22;26;45;16;2;ATS;6928016,00;2;ATS;2309338,00;134;ATS;51701,00;12117;ATS;762,00;260186;ATS;44,00;19;15;26;22;21;45;16;
Sunday;08.12.1991;13;14;22;32;37;38;35;JP;;13573018,00;2;ATS;2262169,00;242;ATS;28043,00;13579;ATS;666,00;256374;ATS;44,00;14;32;38;22;13;37;35;
Sunday;15.12.1991;10;11;12;19;33;35;30;4;ATS;12273393,00;18;ATS;406435,00;709;ATS;15477,00;33316;ATS;439,00;546034;ATS;33,00;10;11;33;12;35;19;30;
Sunday;22.12.1991;8;14;17;23;38;45;29;1;ATS;14655731,00;13;ATS;375787,00;256;ATS;28624,00;15401;ATS;634,00;280431;ATS;43,00;8;45;14;23;38;17;29;
Sunday;29.12.1991;6;8;9;16;26;42;25;2;ATS;6471375,00;5;ATS;862850,00;477;ATS;13566,00;23392;ATS;368,00;354568;ATS;30,00;9;16;26;6;8;42;25;
Sunday;05.01.1992;7;17;18;19;25;40;14;JP;;13337288,00;2;ATS;2222881,00;294;ATS;22682,00;17985;ATS;494,00;300434;ATS;36,00;40;7;19;18;17;25;14;
Sunday;12.01.1992;9;16;18;24;35;45;8;DJP;;30842202,00;5;ATS;1166994,00;287;ATS;30496,00;17423;ATS;669,00;322065;ATS;45,00;35;9;45;16;24;18;8;
Sunday;19.01.1992;15;29;30;33;34;42;16;3JP;;57729243,00;18;ATS;497908,00;487;ATS;27604,00;30046;ATS;596,00;553652;ATS;40,00;42;15;34;29;33;30;16;
Sunday;26.01.1992;27;30;31;32;34;39;44;7;ATS;15146939,00;49;ATS;328566,00;1610;ATS;14999,00;57200;ATS;562,00;935661;ATS;43,00;30;27;32;34;39;31;44;
Sunday;02.02.1992;1;12;14;27;31;43;26;4;ATS;4374173,00;7;ATS;833175,00;404;ATS;21654,00;18824;ATS;619,00;321871;ATS;45,00;31;43;14;12;1;27;26;
Sunday;09.02.1992;5;8;14;24;25;33;42;1;ATS;16205642,00;15;ATS;360125,00;491;ATS;16502,00;23167;ATS;466,00;366462;ATS;36,00;5;25;33;8;14;24;42;
