datum;aufsteigend;z1asc;z2asc;z3asc;z4asc;z5asc;z6asc;zz;zusatzzahl;sechser;;quoteSechser;fuenferZz;;quoteFuenferZz;fuenfer;;quoteFuenfer;viererZz;;quoteViererZz;vierer;;quoteVierer;dreierZz;;quoteDreierZz;dreier;;quoteDreier;ZZ;nrOfZz;;quoteZz;
03.03.2019;aufsteigend;16;21;25;33;35;42;ZZ;17;4JP;;3.724.748,30;1;EUR;172.395,20;146;EUR;1.288,10;322;EUR;175,20;6.487;EUR;48,30;9.086;EUR;15,50;106.335;EUR;5,30;ZZ;358.753;EUR;1,20;
06.03.2019;aufsteigend;1;7;12;33;37;42;ZZ;43;2;EUR;2.576.750,10;2;EUR;98.226,70;159;EUR;1.347,80;376;EUR;170,90;7.615;EUR;46,90;9.683;EUR;16,50;123.278;EUR;5,20;ZZ;355.801;EUR;1,20;
10.03.2019;aufsteigend;2;7;8;12;14;29;ZZ;19;1;EUR;1.000.000,00;4;EUR;27.079,90;133;EUR;888,40;357;EUR;99,30;5.890;EUR;33,40;8.027;EUR;11,00;82.133;EUR;4,30;ZZ;198.549;EUR;1,20;
13.03.2019;aufsteigend;4;25;30;33;34;43;ZZ;12;JP;;665.139,00;1;EUR;91.456,60;65;EUR;1.534,90;176;EUR;170,00;3.098;EUR;53,60;4.484;EUR;16,60;51.542;EUR;5,80;ZZ;197.820;EUR;1,20;
17.03.2019;aufsteigend;12;15;19;22;37;39;ZZ;27;DJP;;1.615.454,80;1;EUR;130.668,40;89;EUR;1.601,60;284;EUR;150,50;4.602;EUR;51,60;7.955;EUR;13,40;78.604;EUR;5,40;ZZ;266.604;EUR;1,20;
20.03.2019;aufsteigend;8;11;12;17;23;24;ZZ;20;3JP;;2.597.440,70;8;EUR;16.877,80;142;EUR;1.037,30;372;EUR;118,70;6.712;EUR;36,50;8.435;EUR;13,00;99.586;EUR;4,40;ZZ;242.931;EUR;1,20;
24.03.2019;aufsteigend;8;12;22;28;38;44;ZZ;25;2;EUR;1.911.857,70;3;EUR;56.204,20;174;EUR;1.057,10;355;EUR;155,40;7.149;EUR;42,80;8.679;EUR;15,80;111.609;EUR;4,90;ZZ;304.207;EUR;1,20;
27.03.2019;aufsteigend;7;20;27;32;43;44;ZZ;30;2;EUR;500.000,00;2;EUR;45.624,80;62;EUR;1.605,50;142;EUR;210,30;3.262;EUR;50,80;4.354;EUR;17,10;56.135;EUR;5,30;ZZ;168.615;EUR;1,20;
31.03.2019;aufsteigend;4;11;20;22;23;40;ZZ;35;JP;;756.371,00;3;EUR;34.667,00;99;EUR;1.146,00;245;EUR;138,90;4.293;EUR;44,00;5.337;EUR;15,90;70.007;EUR;4,80;ZZ;183.928;EUR;1,20;
03.04.2019;aufsteigend;2;6;10;14;34;38;ZZ;28;DJP;;1.570.747,10;5;EUR;22.395,30;107;EUR;1.141,60;306;EUR;119,70;4.547;EUR;44,70;6.769;EUR;13,50;72.424;EUR;5,00;ZZ;216.105;EUR;1,20;
07.04.2019;aufsteigend;7;9;22;28;31;38;ZZ;15;3JP;;2.616.700,40;4;EUR;35.954,60;123;EUR;1.275,50;326;EUR;144,30;5.725;EUR;45,60;7.932;EUR;14,80;94.233;EUR;5,00;ZZ;269.135;EUR;1,20;
10.04.2019;aufsteigend;3;14;26;27;28;30;ZZ;20;1;EUR;3.744.927,90;5;EUR;31.026,20;156;EUR;1.084,80;355;EUR;143,00;6.724;EUR;41,90;8.427;EUR;15,00;106.373;EUR;4,70;ZZ;285.366;EUR;1,20;
14.04.2019;aufsteigend;8;19;24;29;44;45;ZZ;12;JP;;745.054,40;3;EUR;34.148,30;89;EUR;1.255,70;260;EUR;128,90;3.763;EUR;49,40;6.309;EUR;13,20;62.467;EUR;5,30;ZZ;207.305;EUR;1,20;
17.04.2019;aufsteigend;4;16;17;18;37;42;ZZ;10;DJP;;1.546.328,00;3;EUR;36.725,00;71;EUR;1.692,80;246;EUR;146,50;4.001;EUR;50,00;5.597;EUR;16,10;65.650;EUR;5,50;ZZ;237.723;EUR;1,20;
21.04.2019;aufsteigend;2;5;25;28;35;37;ZZ;39;1;EUR;2.579.792,10;3;EUR;47.367,10;105;EUR;1.476,30;304;EUR;152,90;5.027;EUR;51,30;6.999;EUR;16,60;87.129;EUR;5,30;ZZ;268.874;EUR;1,20;
24.04.2019;aufsteigend;5;13;20;26;31;40;ZZ;43;JP;;577.949,70;1;EUR;79.468,00;68;EUR;1.274,80;129;EUR;201,60;2.980;EUR;48,40;3.759;EUR;17,20;49.874;EUR;5,20;ZZ;141.254;EUR;1,20;
28.04.2019;aufsteigend;7;8;9;14;25;33;ZZ;6;DJP;;1.458.912,20;3;EUR;40.377,40;95;EUR;1.390,90;299;EUR;132,50;5.084;EUR;43,30;7.716;EUR;12,80;82.210;EUR;4,80;ZZ;236.761;EUR;1,20;
01.05.2019;aufsteigend;4;7;24;28;36;40;ZZ;21;1;EUR;2.317.853,20;1;EUR;118.104,30;92;EUR;1.400,40;284;EUR;136,00;4.640;EUR;46,20;6.756;EUR;14,30;76.129;EUR;5,10;ZZ;231.513;EUR;1,20;
05.05.2019;aufsteigend;3;4;10;24;33;34;ZZ;23;JP;;759.795,80;2;EUR;52.235,90;82;EUR;1.389,80;218;EUR;156,80;4.243;EUR;44,70;5.917;EUR;14,40;71.603;EUR;4,80;ZZ;190.212;EUR;1,20;
08.05.2019;aufsteigend;23;28;32;35;39;40;ZZ;30;1;EUR;1.573.250,70;JP;;111.850,00;95;EUR;1.284,40;215;EUR;170,20;4.283;EUR;47,40;5.417;EUR;16,80;68.656;EUR;5,30;ZZ;217.109;EUR;1,20;
12.05.2019;aufsteigend;7;12;20;33;38;41;ZZ;23;2;EUR;500.000,00;2;EUR;107.589,80;93;EUR;1.212,00;294;EUR;115,00;4.038;EUR;46,50;5.649;EUR;14,90;64.409;EUR;5,20;ZZ;193.602;EUR;1,20;
15.05.2019;aufsteigend;4;5;12;24;26;27;ZZ;45;1;EUR;1.000.000,00;4;EUR;21.486,90;112;EUR;837,10;203;EUR;138,50;4.680;EUR;33,30;4.817;EUR;14,50;67.400;EUR;4,10;ZZ;152.990;EUR;1,20;
19.05.2019;aufsteigend;5;7;23;27;31;34;ZZ;38;JP;;706.767,40;1;EUR;97.180,50;96;EUR;1.104,30;191;EUR;166,50;4.395;EUR;40,20;4.840;EUR;16,40;68.099;EUR;4,60;ZZ;162.988;EUR;1,20;
22.05.2019;aufsteigend;19;26;28;35;38;43;ZZ;18;2;EUR;736.775,20;JP;;105.432,60;105;EUR;1.095,40;214;EUR;161,20;4.135;EUR;46,30;5.530;EUR;15,50;64.845;EUR;5,30;ZZ;199.099;EUR;1,20;
26.05.2019;aufsteigend;3;5;9;11;28;31;ZZ;44;1;EUR;1.000.000,00;3;EUR;66.999,90;166;EUR;628,00;225;EUR;139,00;5.847;EUR;29,70;5.202;EUR;15,00;79.244;EUR;3,90;ZZ;164.569;EUR;1,20;
29.05.2019;aufsteigend;1;3;7;20;22;34;ZZ;13;JP;;627.008,90;2;EUR;43.106,80;90;EUR;1.045,00;262;EUR;107,60;3.784;EUR;41,40;5.543;EUR;12,70;60.641;EUR;4,60;ZZ;156.647;EUR;1,20;
02.06.2019;aufsteigend;12;13;29;30;36;42;ZZ;8;DJP;;1.434.898,90;2;EUR;55.542,40;76;EUR;1.594,50;224;EUR;162,20;4.056;EUR;49,70;5.996;EUR;15,10;65.857;EUR;5,50;ZZ;237.004;EUR;1,20;
05.06.2019;aufsteigend;4;18;20;32;34;44;ZZ;45;3JP;;2.306.525,90;3;EUR;39.949,50;95;EUR;1.376,20;216;EUR;181,50;4.512;EUR;48,20;5.509;EUR;17,70;72.340;EUR;5,40;ZZ;224.989;EUR;1,20;
09.06.2019;aufsteigend;3;16;17;24;26;41;ZZ;42;1;EUR;3.466.008,20;5;EUR;31.885,70;153;EUR;1.136,70;338;EUR;154,30;7.052;EUR;41,10;8.778;EUR;14,80;108.308;EUR;4,80;ZZ;280.407;EUR;1,20;
12.06.2019;aufsteigend;3;8;11;15;18;43;ZZ;33;1;EUR;1.000.000,00;JP;;80.666,80;77;EUR;1.142,80;202;EUR;130,60;3.495;EUR;41,90;4.992;EUR;13,20;56.688;EUR;4,60;ZZ;148.703;EUR;1,20;
16.06.2019;aufsteigend;3;15;25;35;37;45;ZZ;34;1;EUR;1.000.000,00;2;EUR;88.498,30;116;EUR;905,90;185;EUR;170,40;4.207;EUR;41,60;4.348;EUR;18,10;58.072;EUR;5,40;ZZ;174.597;EUR;1,20;
19.06.2019;aufsteigend;3;9;18;35;38;41;ZZ;11;JP;;622.072,80;2;EUR;42.767,50;69;EUR;1.352,30;160;EUR;174,90;3.095;EUR;50,20;4.533;EUR;15,40;52.826;EUR;5,30;ZZ;179.151;EUR;1,20;
23.06.2019;aufsteigend;6;9;10;24;40;44;ZZ;21;1;EUR;1.422.367,30;2;EUR;55.020,20;81;EUR;1.482,00;283;EUR;127,20;4.416;EUR;45,30;7.161;EUR;12,50;73.913;EUR;4,80;ZZ;213.295;EUR;1,20;
26.06.2019;aufsteigend;6;13;17;28;32;42;ZZ;29;3;EUR;333.333,30;3;EUR;26.561,20;90;EUR;965,80;180;EUR;144,80;3.448;EUR;42,00;3.929;EUR;16,50;51.031;EUR;5,10;ZZ;151.605;EUR;1,20;
30.06.2019;aufsteigend;5;9;15;16;22;32;ZZ;3;JP;;680.703,30;1;EUR;93.596,70;83;EUR;1.230,10;248;EUR;123,50;3.923;EUR;43,30;6.386;EUR;11,90;62.572;EUR;4,90;ZZ;198.369;EUR;1,20;
03.07.2019;aufsteigend;6;16;29;31;41;44;ZZ;1;DJP;;1.451.624,30;3;EUR;35.333,80;79;EUR;1.463,70;245;EUR;141,50;3.755;EUR;51,30;5.134;EUR;16,80;62.799;EUR;5,50;ZZ;210.917;EUR;1,20;
07.07.2019;aufsteigend;8;19;32;33;41;42;ZZ;20;3JP;;2.432.878,90;2;EUR;67.461,20;94;EUR;1.565,80;219;EUR;201,60;4.968;EUR;49,30;6.441;EUR;17,10;81.558;EUR;5,40;ZZ;258.354;EUR;1,20;
10.07.2019;aufsteigend;5;28;30;35;36;45;ZZ;25;1;EUR;3.523.017,30;6;EUR;24.982,30;85;EUR;1.923,70;404;EUR;121,40;5.261;EUR;51,80;7.968;EUR;15,30;89.710;EUR;5,40;ZZ;272.043;EUR;1,20;
14.07.2019;aufsteigend;4;12;16;22;24;33;ZZ;31;JP;;711.701,60;4;EUR;24.464,70;85;EUR;1.255,90;199;EUR;160,90;4.574;EUR;38,80;4.910;EUR;16,30;69.245;EUR;4,60;ZZ;167.309;EUR;1,20;
17.07.2019;aufsteigend;4;5;18;28;31;32;ZZ;33;DJP;;1.499.377,00;2;EUR;54.152,60;77;EUR;1.534,40;219;EUR;161,80;4.159;EUR;47,30;4.988;EUR;17,70;68.578;EUR;5,10;ZZ;215.769;EUR;1,20;
21.07.2019;aufsteigend;7;13;17;20;42;45;ZZ;5;2;EUR;1.258.116,80;2;EUR;69.908,80;118;EUR;1.292,60;359;EUR;127,40;5.629;EUR;45,10;8.349;EUR;13,70;89.516;EUR;5,10;ZZ;286.523;EUR;1,20;
24.07.2019;aufsteigend;4;6;7;29;30;37;ZZ;16;JP;;610.419,60;4;EUR;20.983,10;63;EUR;1.453,30;186;EUR;147,60;3.442;EUR;44,30;4.817;EUR;14,20;55.902;EUR;4,90;ZZ;153.108;EUR;1,20;
28.07.2019;aufsteigend;3;7;9;13;26;39;ZZ;8;3;EUR;491.217,70;1;EUR;118.694,60;199;EUR;650,60;337;EUR;115,20;7.465;EUR;28,90;7.840;EUR;12,30;97.361;EUR;4,00;ZZ;246.490;EUR;1,20;
31.07.2019;aufsteigend;13;22;33;37;39;41;ZZ;11;JP;;596.082,90;1;EUR;81.961,40;83;EUR;1.077,20;189;EUR;141,90;3.216;EUR;46,30;4.399;EUR;15,20;49.586;EUR;5,40;ZZ;186.421;EUR;1,20;
04.08.2019;aufsteigend;12;13;16;17;22;41;ZZ;40;DJP;;1.466.077,70;1;EUR;119.624,20;83;EUR;1.572,20;221;EUR;177,10;4.200;EUR;51,70;5.442;EUR;17,90;75.084;EUR;5,20;ZZ;215.328;EUR;1,20;
07.08.2019;aufsteigend;3;4;9;19;20;25;ZZ;37;3JP;;2.361.025,80;2;EUR;61.527,60;128;EUR;1.048,70;249;EUR;161,70;6.222;EUR;35,90;5.641;EUR;17,80;90.322;EUR;4,40;ZZ;207.432;EUR;1,20;
11.08.2019;aufsteigend;5;14;21;28;32;42;ZZ;35;2;EUR;1.761.322,30;4;EUR;39.930,60;178;EUR;978,80;1.766;EUR;29,50;7.041;EUR;41,20;9.247;EUR;14,10;104.638;EUR;5,00;ZZ;281.657;EUR;1,20;
14.08.2019;aufsteigend;1;6;7;20;28;35;ZZ;33;1;EUR;1.000.000,00;JP;;87.059,40;73;EUR;1.301,00;174;EUR;163,70;3.822;EUR;41,40;4.573;EUR;15,50;61.435;EUR;4,60;ZZ;166.128;EUR;1,20;
18.08.2019;aufsteigend;1;7;8;19;24;39;ZZ;9;JP;;672.686,60;6;EUR;29.925,60;91;EUR;1.108,80;355;EUR;85,20;4.348;EUR;38,60;7.517;EUR;10,00;66.609;EUR;4,50;ZZ;190.468;EUR;1,20;
21.08.2019;aufsteigend;5;6;24;26;35;36;ZZ;2;DJP;;1.451.561,80;2;EUR;53.547,60;92;EUR;1.269,90;243;EUR;144,20;3.910;EUR;49,80;5.956;EUR;14,70;67.746;EUR;5,20;ZZ;213.254;EUR;1,20;
25.08.2019;aufsteigend;2;24;31;32;40;41;ZZ;25;3JP;;2.446.262,00;2;EUR;68.385,60;86;EUR;1.734,90;240;EUR;186,50;4.613;EUR;53,90;5.876;EUR;19,00;77.849;EUR;5,70;ZZ;254.542;EUR;1,20;
28.08.2019;aufsteigend;4;10;20;25;29;35;ZZ;32;4JP;;3.529.427,80;4;EUR;37.233,80;130;EUR;1.249,80;294;EUR;165,70;6.102;EUR;44,30;7.326;EUR;16,60;96.831;EUR;5,00;ZZ;267.486;EUR;1,20;
01.09.2019;aufsteigend;2;16;27;35;39;45;ZZ;5;1;EUR;4.991.197,80;3;EUR;66.997,70;228;EUR;961,60;506;EUR;129,90;8.375;EUR;43,60;11.257;EUR;14,60;128.565;EUR;5,10;ZZ;416.625;EUR;1,20;
04.09.2019;aufsteigend;2;6;11;27;32;42;ZZ;12;JP;;659.873,50;3;EUR;30.244,20;88;EUR;1.124,70;208;EUR;142,70;3.820;EUR;43,10;5.931;EUR;12,50;60.214;EUR;4,90;ZZ;180.794;EUR;1,20;
08.09.2019;aufsteigend;18;23;27;28;39;45;ZZ;20;DJP;;1.563.134,10;4;EUR;31.049,50;96;EUR;1.411,30;237;EUR;171,50;4.705;EUR;47,90;6.057;EUR;16,70;78.597;EUR;5,20;ZZ;235.526;EUR;1,20;
11.09.2019;aufsteigend;5;7;13;15;23;30;ZZ;31;3JP;;2.486.258,70;7;EUR;18.132,80;145;EUR;954,90;306;EUR;135,70;6.193;EUR;37,20;7.279;EUR;14,20;93.181;EUR;4,40;ZZ;216.609;EUR;1,20;
15.09.2019;aufsteigend;1;6;15;27;29;40;ZZ;41;4JP;;3.707.731,00;2;EUR;83.976,20;173;EUR;1.059,00;360;EUR;152,60;7.382;EUR;41,30;8.482;EUR;16,20;113.163;EUR;4,80;ZZ;298.848;EUR;1,20;
18.09.2019;aufsteigend;12;14;21;25;32;33;ZZ;36;5JP;;5.148.766,80;2;EUR;99.071,20;151;EUR;1.431,40;405;EUR;160,10;7.397;EUR;48,70;9.832;EUR;16,40;123.566;EUR;5,20;ZZ;349.245;EUR;1,20;
22.09.2019;aufsteigend;3;14;23;25;32;41;ZZ;26;3;EUR;2.345.548,40;10;EUR;25.958,30;259;EUR;1.093,30;573;EUR;148,20;10.588;EUR;44,50;13.417;EUR;15,80;162.014;EUR;5,20;ZZ;522.427;EUR;1,20;
25.09.2019;aufsteigend;5;14;21;26;29;38;ZZ;13;1;EUR;1.000.000,00;1;EUR;88.656,70;97;EUR;997,00;184;EUR;157,60;3.819;EUR;42,20;4.641;EUR;15,60;57.941;EUR;5,00;ZZ;171.083;EUR;1,20;
29.09.2019;aufsteigend;3;4;18;19;28;32;ZZ;6;JP;;735.612,20;5;EUR;20.229,30;103;EUR;1.071,20;269;EUR;123,00;4.236;EUR;43,40;6.595;EUR;12,50;68.149;EUR;4,80;ZZ;197.993;EUR;1,20;
02.10.2019;aufsteigend;11;15;16;17;22;24;ZZ;27;1;EUR;1.527.972,10;5;EUR;21.789,80;84;EUR;1.414,90;257;EUR;138,70;4.241;EUR;46,70;6.183;EUR;14,40;68.160;EUR;5,20;ZZ;211.932;EUR;1,20;
06.10.2019;aufsteigend;10;29;31;32;44;45;ZZ;33;JP;;742.030,10;2;EUR;51.014,50;72;EUR;1.545,80;209;EUR;159,70;3.395;EUR;54,60;5.029;EUR;16,50;58.911;EUR;5,60;ZZ;201.950;EUR;1,20;
09.10.2019;aufsteigend;3;6;16;28;33;42;ZZ;39;1;EUR;1.536.261,80;1;EUR;109.206,80;119;EUR;1.001,10;270;EUR;132,30;5.018;EUR;39,50;6.164;EUR;14,40;75.153;EUR;4,70;ZZ;198.335;EUR;1,20;
13.10.2019;aufsteigend;9;14;17;23;26;32;ZZ;33;JP;;712.311,60;2;EUR;48.971,40;90;EUR;1.187,10;224;EUR;143,00;4.303;EUR;41,30;5.552;EUR;14,40;66.256;EUR;4,80;ZZ;185.040;EUR;1,20;
16.10.2019;aufsteigend;3;4;25;36;40;45;ZZ;18;1;EUR;1.484.453,80;JP;;106.169,50;64;EUR;1.809,70;184;EUR;188,80;3.632;EUR;53,10;5.386;EUR;16,10;61.753;EUR;5,60;ZZ;192.409;EUR;1,20;
20.10.2019;aufsteigend;1;2;3;18;26;34;ZZ;17;JP;;711.840,60;6;EUR;34.007,90;70;EUR;1.525,30;227;EUR;141,10;3.644;EUR;48,80;5.679;EUR;14,10;65.061;EUR;4,90;ZZ;192.510;EUR;1,20;
23.10.2019;aufsteigend;6;8;13;32;39;45;ZZ;28;DJP;;1.467.809,20;3;EUR;34.648,50;74;EUR;1.532,30;205;EUR;165,90;3.824;EUR;49,40;5.951;EUR;14,20;64.438;EUR;5,30;ZZ;201.344;EUR;1,20;
27.10.2019;aufsteigend;9;26;28;32;35;43;ZZ;25;1;EUR;2.365.785,10;3;EUR;41.157,20;113;EUR;1.192,00;212;EUR;190,60;5.209;EUR;43,00;5.792;EUR;17,40;80.566;EUR;5,00;ZZ;225.305;EUR;1,20;
30.10.2019;aufsteigend;4;11;12;15;20;42;ZZ;14;JP;;614.527,20;2;EUR;42.248,70;87;EUR;1.059,50;168;EUR;164,60;3.415;EUR;44,90;4.212;EUR;16,40;57.836;EUR;4,80;ZZ;153.518;EUR;1,20;
03.11.2019;aufsteigend;15;16;22;24;27;33;ZZ;17;DJP;;1.455.614,90;2;EUR;57.824,70;83;EUR;1.520,00;315;EUR;120,10;4.720;EUR;44,50;6.379;EUR;14,80;76.463;EUR;4,90;ZZ;233.464;EUR;1,20;
06.11.2019;aufsteigend;6;16;17;34;38;40;ZZ;28;3JP;;2.377.384,90;2;EUR;63.371,60;87;EUR;1.589,20;290;EUR;143,00;4.541;EUR;50,70;7.231;EUR;14,30;76.427;EUR;5,40;ZZ;250.987;EUR;1,20;
10.11.2019;aufsteigend;2;9;10;19;29;40;ZZ;3;4JP;;3.552.412,60;3;EUR;53.855,40;200;EUR;881,20;451;EUR;117,20;7.791;EUR;37,70;10.717;EUR;12,30;113.630;EUR;4,60;ZZ;333.162;EUR;1,20;
13.11.2019;aufsteigend;4;27;33;34;41;45;ZZ;42;5JP;;4.823.263,40;1;EUR;174.741,90;150;EUR;1.270,80;261;EUR;219,10;6.571;EUR;48,30;8.256;EUR;17,30;109.853;EUR;5,20;ZZ;311.501;EUR;1,20;
17.11.2019;aufsteigend;2;15;23;28;33;34;ZZ;19;1;EUR;6.552.614,70;3;EUR;79.261,90;233;EUR;1.113,30;480;EUR;162,10;9.764;EUR;44,20;12.456;EUR;15,60;153.457;EUR;5,00;ZZ;462.411;EUR;1,20;
20.11.2019;aufsteigend;7;11;13;15;22;27;ZZ;2;JP;;639.464,40;7;EUR;12.560,90;121;EUR;792,70;330;EUR;87,10;4.534;EUR;35,20;6.455;EUR;11,10;67.223;EUR;4,30;ZZ;164.198;EUR;1,20;
24.11.2019;aufsteigend;3;9;15;18;26;29;ZZ;28;1;EUR;1.527.069,10;4;EUR;30.511,40;144;EUR;924,50;319;EUR;125,20;6.200;EUR;35,70;7.787;EUR;12,80;90.841;EUR;4,40;ZZ;233.574;EUR;1,20;
27.11.2019;aufsteigend;2;7;17;23;39;43;ZZ;18;1;EUR;1.000.000,00;2;EUR;43.338,20;101;EUR;936,10;185;EUR;153,30;4.060;EUR;38,80;4.287;EUR;16,50;60.790;EUR;4,60;ZZ;159.036;EUR;1,20;
01.12.2019;aufsteigend;4;9;20;22;32;37;ZZ;39;JP;;751.970,50;1;EUR;103.395,90;92;EUR;1.226,00;204;EUR;165,80;3.906;EUR;48,10;4.980;EUR;16,90;65.619;EUR;5,10;ZZ;193.410;EUR;1,20;
04.12.2019;aufsteigend;2;7;9;32;36;43;ZZ;31;DJP;;1.558.099,30;1;EUR;110.842,70;84;EUR;1.439,50;193;EUR;187,90;4.131;EUR;48,70;5.014;EUR;18,00;70.283;EUR;5,10;ZZ;195.965;EUR;1,20;
08.12.2019;aufsteigend;8;27;30;40;42;43;ZZ;9;3JP;;2.591.333,80;2;EUR;71.034,80;118;EUR;1.313,40;268;EUR;173,40;5.268;EUR;49,00;7.383;EUR;15,70;88.832;EUR;5,20;ZZ;307.027;EUR;1,20;
11.12.2019;aufsteigend;2;8;18;26;35;43;ZZ;40;1;EUR;3.697.632,90;4;EUR;38.029,00;126;EUR;1.317,00;280;EUR;177,70;6.066;EUR;45,50;7.468;EUR;16,60;96.879;EUR;5,10;ZZ;275.891;EUR;1,20;
15.12.2019;aufsteigend;8;11;16;33;38;45;ZZ;42;1;EUR;1.000.000,00;6;EUR;17.417,00;112;EUR;1.017,80;190;EUR;180,00;4.195;EUR;45,20;5.293;EUR;16,10;67.874;EUR;5,00;ZZ;181.242;EUR;1,20;
18.12.2019;aufsteigend;1;8;11;17;32;34;ZZ;45;JP;;669.361,10;2;EUR;46.018,50;60;EUR;1.673,40;203;EUR;148,30;3.627;EUR;46,10;4.862;EUR;15,40;61.990;EUR;4,80;ZZ;162.305;EUR;1,20;
22.12.2019;aufsteigend;7;8;9;22;25;37;ZZ;23;DJP;;1.653.727,30;2;EUR;67.675,10;128;EUR;1.153,50;258;EUR;171,60;5.520;EUR;44,50;6.935;EUR;15,90;89.803;EUR;4,90;ZZ;251.783;EUR;1,20;
